context,direction,block,basepoint,rho,d_hidden,jsd,flip
1,2,0,natural,1.7999999999999998,0.5560142397880554,0.00019805729971267283,0.0
1,2,0,natural,2.4,0.9067005515098572,0.006897843908518553,0.0
1,2,0,natural,3.0,1.2066621780395508,0.2187862992286682,0.0
1,2,0,natural,3.5999999999999996,1.3542063236236572,0.5090620517730713,1.0
1,2,0,natural,4.2,1.4234602451324463,0.5815971493721008,1.0
1,2,0,natural,4.8,1.4598076343536377,0.6000316143035889,1.0
1,2,0,natural,5.3999999999999995,1.4808926582336426,0.6053712368011475,1.0
1,2,0,natural,6.0,1.494775652885437,0.607807993888855,1.0
1,3,0,natural,0.0,0.0,0.0,0.0
1,3,0,natural,0.6,0.15230455994606018,1.0975192708428949e-05,0.0
1,3,0,natural,1.2,0.3547123968601227,2.3649990907870233e-05,0.0
1,3,0,natural,1.7999999999999998,0.6526452898979187,0.0006187628023326397,0.0
1,3,0,natural,2.4,1.059354543685913,0.09788636863231659,0.0
1,3,0,natural,3.0,1.31929612159729,0.5229292511940002,1.0
1,3,0,natural,3.5999999999999996,1.4183955192565918,0.561007559299469,1.0
1,3,0,natural,4.2,1.4660799503326416,0.571459949016571,1.0
1,3,0,natural,4.8,1.4892147779464722,0.5754730701446533,1.0
1,3,0,natural,5.3999999999999995,1.5030192136764526,0.578898549079895,1.0
1,3,0,natural,6.0,1.5126583576202393,0.5829066038131714,1.0
1,4,0,natural,0.0,0.0,0.0,0.0
1,4,0,natural,0.6,0.13821643590927124,1.2808201063307934e-05,0.0
1,4,0,natural,1.2,0.3254908621311188,7.311963418032974e-05,0.0
1,4,0,natural,1.7999999999999998,0.6044971346855164,0.001060756854712963,0.0
1,4,0,natural,2.4,0.9085471630096436,0.033312320709228516,0.0
1,4,0,natural,3.0,1.1002957820892334,0.24228550493717194,0.0
1,4,0,natural,3.5999999999999996,1.2022758722305298,0.4087667167186737,0.0
1,4,0,natural,4.2,1.2631616592407227,0.48543915152549744,1.0
1,4,0,natural,4.8,1.3035835027694702,0.5255821943283081,1.0
1,4,0,natural,5.3999999999999995,1.3323131799697876,0.5492422580718994,1.0
1,4,0,natural,6.0,1.3540146350860596,0.5648014545440674,1.0
1,5,0,natural,0.0,0.0,0.0,0.0
1,5,0,natural,0.6,0.14997515082359314,7.823131454642862e-06,0.0
1,5,0,natural,1.2,0.3713527023792267,3.391752761672251e-05,0.0
1,5,0,natural,1.7999999999999998,0.7314651608467102,0.002663185354322195,0.0
1,5,0,natural,2.4,1.1070349216461182,0.3985576927661896,1.0
1,5,0,natural,3.0,1.257300853729248,0.6085675954818726,1.0
1,5,0,natural,3.5999999999999996,1.318658709526062,0.6310354471206665,1.0
1,5,0,natural,4.2,1.3530083894729614,0.6365772485733032,1.0
1,5,0,natural,4.8,1.3752927780151367,0.6380923986434937,1.0
1,5,0,natural,5.3999999999999995,1.390413522720337,0.637440025806427,1.0
1,5,0,natural,6.0,1.4009315967559814,0.6354029774665833,1.0
1,6,0,natural,0.0,0.0,0.0,0.0
1,6,0,natural,0.6,0.16563083231449127,2.0170755306025967e-05,0.0
1,6,0,natural,1.2,0.38794228434562683,9.026155748870224e-05,0.0
1,6,0,natural,1.7999999999999998,0.6665428280830383,0.0012177389580756426,0.0
1,6,0,natural,2.4,0.9699772596359253,0.023610178381204605,0.0
1,6,0,natural,3.0,1.1587097644805908,0.1615048050880432,0.0
1,6,0,natural,3.5999999999999996,1.2623041868209839,0.3389602303504944,0.0
1,6,0,natural,4.2,1.3250662088394165,0.4394061267375946,1.0
1,6,0,natural,4.8,1.3648594617843628,0.4829992353916168,1.0
1,6,0,natural,5.3999999999999995,1.390610933303833,0.49773913621902466,1.0
1,6,0,natural,6.0,1.4076870679855347,0.4989142119884491,1.0
1,7,0,natural,0.0,0.0,0.0,0.0
1,7,0,natural,0.6,0.14291132986545563,8.749686458031647e-06,0.0
1,7,0,natural,1.2,0.3607025742530823,0.00011044880375266075,0.0
