token_id,token,D,W_mid,W_final,t10_mid,t90_mid,t10_final,t90_final,flag_nonmonotonic
656,' into',1.8146,0.1337,0.0687,0.3552,0.4889,0.4209,0.4897,0
657,' 0',1.9395,0.1263,0.0607,0.3495,0.4757,0.4091,0.4698,0
658,'ents',2.6732,0.1434,0.1187,0.3030,0.4464,0.3409,0.4596,0
659,'ove',2.7250,0.1525,0.1140,0.3618,0.5143,0.4043,0.5184,0
660,'te',2.4744,0.1062,0.0563,0.3977,0.5038,0.4414,0.4977,0
661,' people',1.7645,0.1486,0.0776,0.3786,0.5272,0.4452,0.5228,0
662,' pre',2.0714,0.1463,0.0561,0.3791,0.5255,0.4427,0.4988,0
663,' its',1.8062,0.1102,0.0644,0.3679,0.4781,0.4154,0.4799,0
664,' rec',2.3439,0.2609,0.1094,0.3449,0.6058,0.3950,0.5044,0
665,' tw',2.2579,0.1693,0.0696,0.3960,0.5653,0.4485,0.5181,0
666,'ian',2.3537,0.1345,0.0788,0.3646,0.4992,0.4129,0.4917,0
667,'irst',2.8237,0.1715,0.1144,0.3356,0.5071,0.3794,0.4938,0
668,'ark',2.6277,0.1288,0.0889,0.3511,0.4798,0.3833,0.4722,0
669,'ors',2.4300,0.1374,0.0855,0.3301,0.4674,0.3760,0.4615,0
670,' work',1.9372,0.1617,0.0716,0.3673,0.5291,0.4473,0.5189,0
671,'ade',2.5959,0.1427,0.0856,0.3315,0.4742,0.3798,0.4654,0
672,'ob',2.4376,0.1322,0.0513,0.3992,0.5315,0.4356,0.4869,0
673,' she',1.8980,0.1025,0.0385,0.3473,0.4498,0.4007,0.4392,0
674,' our',1.7934,0.1074,0.0431,0.3460,0.4534,0.4091,0.4521,1
675,'wn',2.8203,0.1458,0.1135,0.3464,0.4922,0.3951,0.5087,0
676,'ink',2.5554,0.1567,0.0806,0.3854,0.5421,0.4126,0.4932,0
677,'lic',2.7658,0.1435,0.1006,0.3631,0.5066,0.4032,0.5038,0
678,' 19',1.9153,0.1940,0.0834,0.3219,0.5159,0.4152,0.4986,0
679,' He',1.8864,0.1600,0.0382,0.3559,0.5158,0.4055,0.4438,0
680,'ish',2.5192,0.1559,0.1059,0.3296,0.4855,0.3749,0.4809,0
681,'nder',2.7531,0.1628,0.0822,0.3360,0.4989,0.3928,0.4751,0
682,'ause',2.8755,0.1674,0.1046,0.3113,0.4788,0.3707,0.4753,0
683,' him',1.8823,0.1033,0.0485,0.3554,0.4587,0.4056,0.4541,0
684,'ons',2.5369,0.1336,0.1242,0.3044,0.4380,0.3614,0.4856,1
685,' [',1.9852,0.1412,0.0713,0.3479,0.4891,0.4071,0.4784,0
686,' ro',2.2050,0.1738,0.0610,0.3811,0.5549,0.4467,0.5077,0
687,'form',2.4991,0.1662,0.1181,0.3490,0.5152,0.3915,0.5095,0
688,'ild',2.7297,0.1617,0.1157,0.3478,0.5095,0.3890,0.5047,0
689,'ates',2.5799,0.1281,0.0900,0.3043,0.4324,0.3575,0.4476,0
690,'vers',2.5871,0.1157,0.0703,0.3762,0.4919,0.4206,0.4909,0
691,' only',1.8745,0.1870,0.1038,0.3501,0.5371,0.4221,0.5259,0
692,'oll',2.5928,0.1616,0.1081,0.3604,0.5220,0.4062,0.5143,0
693,' spe',2.3966,0.2565,0.0982,0.3731,0.6296,0.4270,0.5252,0
694,'ck',2.4747,0.1212,0.0745,0.4187,0.5399,0.4608,0.5353,0
695,'ell',2.5153,0.1406,0.0814,0.3648,0.5055,0.4174,0.4988,0
696,'amp',2.6192,0.1302,0.0788,0.3488,0.4790,0.3939,0.4727,0
697,' acc',2.4228,0.1999,0.0783,0.3824,0.5822,0.4207,0.4990,0
698,' bl',2.1513,0.1460,0.0415,0.4002,0.5462,0.4575,0.4990,0
699,'ious',2.6380,0.1720,0.1228,0.3550,0.5270,0.4194,0.5421,0
700,'urn',2.8077,0.2100,0.1719,0.3189,0.5289,0.3621,0.5339,0
701,'ft',2.5869,0.1520,0.0982,0.3462,0.4982,0.3991,0.4973,0
702,'ood',2.7460,0.1776,0.1250,0.3482,0.5257,0.3887,0.5138,0
703,' how',1.8249,0.1857,0.0826,0.3986,0.5843,0.4770,0.5597,0
704,'hed',2.7922,0.1791,0.1014,0.3130,0.4921,0.3651,0.4665,0
705,""" '""",1.8626,0.1330,0.0450,0.3280,0.4610,0.4255,0.4704,0
706,' after',1.8036,0.1414,0.0805,0.3479,0.4893,0.4092,0.4897,0
707,'aw',2.4704,0.1152,0.0621,0.3763,0.4915,0.4160,0.4780,0
708,' att',2.4854,0.2218,0.0732,0.3575,0.5793,0.4049,0.4781,0
709,'ov',2.5245,0.1275,0.0925,0.3635,0.4910,0.4137,0.5062,0
710,'ne',2.4185,0.1159,0.0687,0.3821,0.4979,0.4262,0.4949,0
711,' play',2.0162,0.1073,0.0480,0.3848,0.4921,0.4398,0.4879,0
712,'erv',2.7002,0.1683,0.1045,0.3520,0.5203,0.3731,0.4776,0
713,'ict',2.7102,0.1375,0.0903,0.3645,0.5021,0.4168,0.5071,0
714,' could',1.8213,0.1149,0.0591,0.3780,0.4928,0.4362,0.4953,0
715,'itt',2.5365,0.1439,0.0836,0.3796,0.5235,0.4332,0.5168,0
716,' am',2.0643,0.1678,0.0731,0.3613,0.5290,0.4231,0.4961,0
717,' first',1.7910,0.1183,0.0386,0.3807,0.4990,0.4522,0.4908,0
718,' 6',1.8005,0.1582,0.0623,0.3306,0.4888,0.4224,0.4848,0
719,' act',2.1895,0.1706,0.1018,0.3930,0.5636,0.4543,0.5561,0
720,' $',1.9120,0.1607,0.0392,0.3488,0.5095,0.4704,0.5096,0
721,'ec',2.5103,0.1394,0.1247,0.3801,0.5195,0.4360,0.5607,0
722,'hing',2.6897,0.1376,0.0757,0.3805,0.5181,0.4436,0.5193,0
723,'ual',2.7180,0.1976,0.1334,0.3224,0.5201,0.3584,0.4919,1
724,'ull',2.6804,0.1501,0.0780,0.3459,0.4960,0.3894,0.4675,1
725,' comm',2.3855,0.1606,0.0588,0.4261,0.5866,0.4685,0.5273,0
726,'oy',2.6188,0.1537,0.1064,0.3622,0.5159,0.4066,0.5130,0
727,'old',2.4859,0.1919,0.1983,0.3441,0.5360,0.3539,0.5522,0
728,'ces',2.7264,0.1323,0.0799,0.3536,0.4859,0.4043,0.4841,0
729,'ater',2.7061,0.1481,0.0724,0.3200,0.4681,0.3883,0.4608,0
730,' fe',2.2686,0.2395,0.0756,0.3913,0.6308,0.4461,0.5216,0
731,' bet',2.4027,0.1283,0.0564,0.4186,0.5470,0.4687,0.5251,0
732,'we',2.2711,0.1776,0.0551,0.3491,0.5267,0.3842,0.4393,0
733,'iff',2.5980,0.1547,0.0975,0.3651,0.5198,0.4265,0.5240,0
734,' two',1.6976,0.1805,0.0833,0.3407,0.5211,0.4182,0.5015,0
735,'ock',2.5846,0.1491,0.1098,0.3476,0.4967,0.4087,0.5184,1
736,' back',1.8367,0.1307,0.0562,0.3943,0.5250,0.4624,0.5187,0
737,').',1.8926,0.1420,0.1498,0.3649,0.5069,0.4540,0.6038,0
738,'ident',2.6298,0.1779,0.1304,0.3518,0.5297,0.4005,0.5309,0
739,' under',1.9234,0.1674,0.0852,0.3540,0.5214,0.4317,0.5169,0
740,'rough',2.6923,0.1824,0.1549,0.3294,0.5117,0.3643,0.5192,0
741,'sel',2.7181,0.1297,0.0858,0.3541,0.4838,0.3874,0.4732,0
742,'xt',2.6643,0.1277,0.0775,0.3916,0.5193,0.4143,0.4918,0
743,' may',1.8697,0.1451,0.1076,0.3804,0.5256,0.4196,0.5272,0
744,'round',2.5710,0.1538,0.1136,0.3499,0.5037,0.3956,0.5092,0
745,' po',2.3051,0.1797,0.0479,0.4030,0.5827,0.4510,0.4989,0
746,'ph',2.4763,0.1412,0.0766,0.3969,0.5381,0.4518,0.5284,0
747,'iss',2.5751,0.1121,0.0598,0.3874,0.4995,0.4275,0.4873,0
748,' des',2.3820,0.1890,0.0877,0.3579,0.5469,0.4016,0.4893,0
749,' most',1.7858,0.1595,0.0890,0.4100,0.5695,0.4631,0.5521,0
750,' did',1.8591,0.1346,0.0615,0.3631,0.4977,0.4176,0.4791,0
751,' add',2.0296,0.1324,0.0742,0.3968,0.5291,0.4518,0.5260,0
752,'ject',2.6435,0.1890,0.1246,0.3373,0.5263,0.3865,0.5111,0
753,' inc',2.3225,0.1992,0.1128,0.3839,0.5831,0.3999,0.5127,0
754,'fore',2.7650,0.1524,0.0888,0.3953,0.5477,0.4431,0.5319,0
755,' pol',2.4239,0.1845,0.0726,0.4056,0.5901,0.4500,0.5226,0
756,'ont',2.5589,0.1660,0.1201,0.3677,0.5337,0.4138,0.5339,0
757,' again',2.1104,0.1865,0.1158,0.3733,0.5598,0.4367,0.5525,0
758,'clud',3.0422,0.1981,0.1214,0.3450,0.5430,0.3863,0.5076,0
759,'tern',2.8144,0.1799,0.1149,0.3565,0.5364,0.4136,0.5285,0
760,' know',1.8973,0.1645,0.0922,0.3747,0.5392,0.4418,0.5341,0
761,' need',1.9568,0.1576,0.0970,0.4142,0.5717,0.4722,0.5692,0
762,' cons',2.4207,0.1757,0.0759,0.3934,0.5691,0.4324,0.5082,0
763,' co',2.1517,0.1297,0.0480,0.4031,0.5329,0.4609,0.5089,0
764,' .',1.9541,0.1353,0.0639,0.3500,0.4853,0.4075,0.4713,0
765,' want',1.8439,0.1490,0.0836,0.4015,0.5505,0.4583,0.5420,0
766,' see',1.9156,0.1584,0.0916,0.3805,0.5389,0.4387,0.5303,0
767,' 7',1.8146,0.1645,0.0632,0.3349,0.4994,0.4265,0.4897,0
768,'ning',2.6320,0.1573,0.0987,0.3154,0.4727,0.3789,0.4776,1
769,'iew',2.8912,0.1490,0.0790,0.3396,0.4885,0.3811,0.4601,0
770,' This',1.8189,0.2270,0.0624,0.3741,0.6011,0.4268,0.4892,0
771,'ced',2.6492,0.1603,0.0992,0.3222,0.4824,0.3780,0.4772,1
772,' even',1.8625,0.1905,0.1112,0.3907,0.5812,0.4587,0.5699,0
773,' ind',2.2765,0.1961,0.0810,0.3916,0.5877,0.4387,0.5197,0
774,'ty',2.6525,0.1227,0.0630,0.3660,0.4887,0.4107,0.4737,0
775,' We',1.8490,0.1122,0.0473,0.3538,0.4660,0.4006,0.4478,0
776,'ath',2.6114,0.2177,0.0978,0.3014,0.5192,0.3407,0.4384,1
777,' these',1.7809,0.1529,0.0717,0.3967,0.5497,0.4691,0.5408,0
778,' pr',2.2817,0.1856,0.0973,0.3915,0.5771,0.4371,0.5343,0
779,' use',1.9172,0.1470,0.0793,0.3620,0.5091,0.4248,0.5041,0
780,' because',1.8389,0.2101,0.1430,0.3735,0.5835,0.4569,0.5998,0
781,' fl',2.1140,0.1831,0.0773,0.3719,0.5550,0.4284,0.5057,0
782,'ng',2.6498,0.1327,0.0587,0.3823,0.5150,0.4388,0.4975,1
783,' now',1.9221,0.1438,0.0649,0.3571,0.5009,0.4366,0.5015,0
784,' –',1.9039,0.1284,0.0586,0.3785,0.5069,0.4351,0.4937,0
785,'com',2.3187,0.1028,0.0563,0.4161,0.5189,0.4559,0.5122,0
786,'ise',2.5927,0.1385,0.0847,0.3461,0.4846,0.3920,0.4767,0
787,' make',1.7672,0.1311,0.0571,0.3792,0.5103,0.4421,0.4992,0
788,' then',1.9887,0.1500,0.0755,0.3435,0.4935,0.4132,0.4887,0
789,'ower',2.7083,0.1810,0.0997,0.3159,0.4968,0.3767,0.4764,0
790,' every',1.8622,0.1660,0.0890,0.3924,0.5584,0.4499,0.5388,0
791,' Un',2.0453,0.1399,0.0571,0.3817,0.5216,0.4511,0.5082,0
792,' sec',2.4326,0.1595,0.0661,0.3732,0.5327,0.4339,0.5000,0
793,'oss',2.6451,0.1613,0.1199,0.3510,0.5123,0.3829,0.5027,0
794,'uch',2.6030,0.2480,0.2249,0.3378,0.5858,0.3395,0.5644,0
795,' em',2.3347,0.1471,0.0442,0.4039,0.5510,0.4552,0.4994,0
796,' =',2.0804,0.1523,0.0699,0.3555,0.5078,0.4001,0.4700,0
797,' Re',2.1310,0.1594,0.0616,0.3625,0.5219,0.4257,0.4873,1
798,'ied',2.5475,0.1379,0.0721,0.3409,0.4788,0.4080,0.4802,1
799,'rit',2.6759,0.1325,0.0812,0.3646,0.4972,0.3998,0.4809,0
800,' inv',2.4512,0.1982,0.0762,0.4157,0.6139,0.4512,0.5274,0
801,'lect',2.8665,0.1984,0.1026,0.3379,0.5363,0.3869,0.4895,1
802,' supp',2.4756,0.2600,0.0857,0.3722,0.6322,0.4101,0.4958,0
803,'ating',2.4057,0.1495,0.1415,0.3200,0.4695,0.3830,0.5245,0
804,' look',1.9401,0.1282,0.0549,0.4109,0.5391,0.4752,0.5301,0
805,'man',2.2065,0.1773,0.0524,0.3451,0.5224,0.3962,0.4485,1
806,'pect',2.6098,0.1648,0.1030,0.3786,0.5435,0.4411,0.5440,0
807,' 8',1.8421,0.1613,0.0625,0.3329,0.4942,0.4266,0.4891,0
808,'row',2.7073,0.1260,0.0806,0.3512,0.4772,0.3897,0.4702,0
809,' bu',2.3921,0.2140,0.0737,0.4075,0.6215,0.4698,0.5435,0
810,' where',1.9109,0.1758,0.0802,0.3530,0.5288,0.4580,0.5381,0
811,'ific',2.7933,0.1629,0.0963,0.3750,0.5379,0.4417,0.5380,0
812,' years',1.9710,0.1782,0.0901,0.3395,0.5177,0.4091,0.4992,0
813,'ily',2.6277,0.1482,0.1059,0.3238,0.4721,0.3672,0.4732,0
814,' diff',2.4369,0.2065,0.0947,0.3900,0.5966,0.4534,0.5482,0
815,' should',1.8910,0.1184,0.0609,0.4314,0.5498,0.4786,0.5395,0
816,' rem',2.4479,0.1571,0.0507,0.3950,0.5521,0.4483,0.4990,0
817,'Th',2.3787,0.1327,0.0595,0.3725,0.5052,0.4315,0.4910,0
818,'In',1.9721,0.1764,0.1320,0.3633,0.5398,0.4181,0.5501,1
819,' ev',2.3399,0.1760,0.0717,0.3656,0.5417,0.4249,0.4966,0
820,'day',2.3926,0.1499,0.0866,0.3438,0.4937,0.3831,0.4698,1
821,"""'re""",1.8100,0.1385,0.0831,0.4442,0.5827,0.4827,0.5658,0
822,'rib',2.7305,0.1285,0.0741,0.3601,0.4886,0.3998,0.4740,0
823,' rel',2.4941,0.1967,0.0615,0.3708,0.5674,0.4301,0.4917,0
824,'ss',2.5133,0.1741,0.0997,0.3741,0.5482,0.3987,0.4985,1
825,' def',2.3177,0.2005,0.0543,0.3856,0.5861,0.4502,0.5045,0
826,' right',1.9212,0.1475,0.0621,0.3688,0.5163,0.4436,0.5056,0
827,' sy',2.3715,0.1749,0.0588,0.3936,0.5684,0.4497,0.5085,0
828,"'),'",1.9031,0.1774,0.2112,0.3728,0.5502,0.4518,0.6630,0
829,'les',2.4537,0.1503,0.0908,0.3360,0.4864,0.3917,0.4825,0
830,'000',2.3396,0.1733,0.0898,0.3324,0.5057,0.3945,0.4843,0
831,'hen',2.6549,0.1928,0.1377,0.3247,0.5174,0.3651,0.5028,0
832,' through',1.9294,0.1564,0.0827,0.3333,0.4896,0.3909,0.4735,1
833,' Tr',2.2195,0.1621,0.0492,0.3791,0.5412,0.4493,0.4984,0
834,'__',2.4535,0.1514,0.0950,0.4205,0.5720,0.4338,0.5288,0
835,' way',1.8495,0.1855,0.0709,0.3697,0.5552,0.4618,0.5326,0
836,' don',1.7573,0.1337,0.0648,0.4561,0.5898,0.5140,0.5788,0
837,"' ,'",1.9363,0.1799,0.0686,0.3475,0.5274,0.3937,0.4622,1
838,' 10',1.7760,0.1859,0.0685,0.3675,0.5535,0.4713,0.5398,0
839,'ased',2.6313,0.2419,0.1579,0.2826,0.5245,0.3065,0.4644,0
840,' ass',2.3081,0.1426,0.0850,0.3922,0.5347,0.4356,0.5206,0
841,'ublic',2.9559,0.2301,0.1261,0.3373,0.5674,0.3758,0.5019,0
842,' reg',2.3529,0.1510,0.0642,0.3793,0.5302,0.4349,0.4991,0
843,' And',1.8434,0.1778,0.0825,0.3805,0.5583,0.4428,0.5253,0
844,'ix',2.6000,0.1257,0.0780,0.3542,0.4799,0.3974,0.4754,1
845,' very',1.6999,0.2215,0.0864,0.3898,0.6113,0.4827,0.5691,0
846,' includ',2.7562,0.2246,0.1088,0.3382,0.5628,0.3840,0.4928,0
847,'other',2.4296,0.1319,0.0720,0.3899,0.5219,0.4133,0.4853,0
848,' imp',2.2022,0.1875,0.0645,0.4198,0.6074,0.4744,0.5389,0
849,'oth',2.6429,0.1591,0.1057,0.3500,0.5091,0.4034,0.5091,0
850,' sub',2.1932,0.1941,0.0897,0.3685,0.5626,0.4282,0.5179,0
851,' —',1.9240,0.1220,0.0505,0.3906,0.5126,0.4533,0.5038,0
852,' being',1.9101,0.1546,0.0687,0.3510,0.5056,0.4307,0.4993,0
853,'arg',2.6278,0.1279,0.0765,0.3930,0.5209,0.4198,0.4963,0
854,' Wh',2.2575,0.1461,0.0468,0.4151,0.5611,0.4527,0.4995,0
855,'==',2.5406,0.1916,0.1025,0.3778,0.5694,0.3943,0.4967,0
856,'ible',2.6686,0.1639,0.1350,0.3161,0.4801,0.3427,0.4777,0
857,' does',1.8248,0.1172,0.0536,0.3817,0.4989,0.4437,0.4973,0
858,'ange',2.8447,0.1756,0.1481,0.3416,0.5172,0.4051,0.5533,0
859,'ram',2.6463,0.1424,0.0938,0.3724,0.5148,0.4087,0.5025,0
860,' 9',1.8571,0.1611,0.0674,0.3335,0.4945,0.4210,0.4884,0
861,'ert',2.6518,0.1821,0.1551,0.3451,0.5273,0.4034,0.5585,0
862,'ps',2.5241,0.1550,0.0983,0.3603,0.5153,0.4176,0.5159,0
863,'ited',2.5200,0.1772,0.1082,0.3332,0.5105,0.3913,0.4995,0
864,'ational',2.6147,0.2094,0.1276,0.3394,0.5488,0.4118,0.5393,0
865,' br',2.2215,0.1614,0.0550,0.4111,0.5725,0.4639,0.5189,0
866,' down',1.8370,0.1409,0.0589,0.3691,0.5100,0.4407,0.4996,0
867,' many',1.7359,0.2194,0.1446,0.3668,0.5862,0.4305,0.5751,0
868,'aking',2.5273,0.1566,0.0867,0.3362,0.4928,0.4001,0.4869,0
869,' call',2.0179,0.1423,0.0577,0.3653,0.5075,0.4312,0.4889,0
870,'uring',2.5611,0.2169,0.1030,0.3100,0.5269,0.3663,0.4693,0
871,'ities',2.5947,0.1571,0.0978,0.3222,0.4794,0.3894,0.4872,0
872,' ph',2.2964,0.1615,0.0485,0.3931,0.5546,0.4601,0.5087,0
873,'ics',2.5421,0.1196,0.0904,0.3587,0.4782,0.4109,0.5013,0
874,'als',2.5299,0.1414,0.0740,0.3167,0.4581,0.3648,0.4388,1
875,' dec',2.3544,0.1688,0.0572,0.3875,0.5563,0.4393,0.4966,0
876,'ative',2.6074,0.1758,0.0695,0.3331,0.5088,0.4297,0.4992,0
877,'ener',2.7833,0.1377,0.0868,0.3270,0.4648,0.3686,0.4554,0
878,' before',1.9292,0.1640,0.0930,0.3510,0.5150,0.4197,0.5127,0
879,'ility',2.7185,0.2115,0.1389,0.2774,0.4889,0.3510,0.4900,0
880,' well',1.8290,0.1891,0.0872,0.3386,0.5277,0.4115,0.4987,0
881,' much',1.6924,0.2442,0.1257,0.3743,0.6186,0.4656,0.5914,0
882,'erson',2.6875,0.1529,0.0935,0.3270,0.4799,0.3788,0.4723,0
883,' those',1.7814,0.1390,0.0721,0.3897,0.5287,0.4534,0.5255,0
884,' such',1.8678,0.1832,0.1078,0.3523,0.5355,0.3881,0.4959,0
885,' ke',2.3419,0.1684,0.0661,0.3865,0.5549,0.4399,0.5061,0
886,' end',2.0341,0.1283,0.0650,0.3834,0.5116,0.4439,0.5088,0
887,' But',1.8164,0.1358,0.0621,0.3928,0.5286,0.4556,0.5177,0
888,'ason',2.7458,0.1799,0.1007,0.3640,0.5439,0.4152,0.5158,0
889,'ting',2.5752,0.1367,0.0779,0.3575,0.4942,0.4231,0.5010,0
890,' long',1.7533,0.2987,0.2548,0.2960,0.5948,0.3206,0.5754,0
891,'ef',2.5718,0.1325,0.0717,0.3753,0.5078,0.4197,0.4914,0
892,' think',1.8789,0.1432,0.0779,0.3867,0.5300,0.4414,0.5192,0
893,'ys',2.4965,0.1251,0.0750,0.3869,0.5120,0.4297,0.5048,0
894,' bel',2.3016,0.2010,0.0688,0.4225,0.6236,0.4746,0.5435,0
895,' sm',2.1370,0.1487,0.0415,0.4313,0.5800,0.4880,0.5295,0
896,'its',2.4755,0.1169,0.0661,0.3462,0.4631,0.4021,0.4682,0
897,'ax',2.6840,0.1365,0.0791,0.3431,0.4796,0.3846,0.4636,0
898,' own',1.9700,0.1799,0.1013,0.4017,0.5816,0.4655,0.5667,0
899,' prov',2.4621,0.1583,0.0528,0.4008,0.5591,0.4448,0.4976,0
900,' set',1.9843,0.1254,0.0492,0.3646,0.4899,0.4371,0.4863,0
901,'ife',2.8859,0.1530,0.0834,0.2920,0.4449,0.3405,0.4240,0
902,'ments',2.7230,0.1468,0.2856,0.3014,0.4482,0.3603,0.6458,0
903,'ble',2.6069,0.1705,0.1126,0.3578,0.5283,0.4017,0.5143,0
904,'ward',2.6676,0.2339,0.1846,0.3270,0.5610,0.3604,0.5450,0
905,' show',1.9390,0.1164,0.0569,0.3831,0.4995,0.4411,0.4980,0
906,' pres',2.4703,0.2399,0.0781,0.3696,0.6095,0.4096,0.4877,0
907,'ms',2.4805,0.1444,0.1698,0.3508,0.4952,0.4034,0.5733,0
908,'omet',2.7899,0.1465,0.1134,0.4127,0.5591,0.4363,0.5496,0
909,' ob',2.4342,0.2146,0.0756,0.3774,0.5919,0.4417,0.5172,0
910,' say',1.9498,0.1220,0.0624,0.4003,0.5223,0.4540,0.5164,0
911,' Sh',2.0703,0.1821,0.0609,0.3343,0.5164,0.4138,0.4747,0
912,'ts',2.5235,0.1030,0.0569,0.3438,0.4468,0.3916,0.4486,0
913,'ful',2.4552,0.1840,0.1351,0.3558,0.5398,0.4017,0.5367,0
914,' eff',2.5077,0.2378,0.1387,0.3566,0.5944,0.3812,0.5199,0
915,' gu',2.3525,0.1776,0.0484,0.4071,0.5846,0.4701,0.5185,0
916,' inst',2.3579,0.1621,0.0621,0.4426,0.6047,0.4805,0.5426,0
917,'und',2.6798,0.1569,0.0814,0.3723,0.5292,0.4307,0.5120,0
918,'ren',2.6618,0.2379,0.1153,0.3224,0.5603,0.3694,0.4848,1
919,'cess',2.6781,0.2189,0.1616,0.3583,0.5772,0.3911,0.5527,0
920,' ent',2.3440,0.1641,0.0532,0.4173,0.5815,0.4665,0.5197,0
921,' You',1.8246,0.1114,0.1626,0.3646,0.4760,0.4118,0.5744,0
922,' good',1.6656,0.2322,0.1403,0.3243,0.5565,0.3920,0.5323,0
923,' start',1.9547,0.1347,0.0651,0.3775,0.5122,0.4427,0.5078,0
924,'ince',2.7183,0.1464,0.0753,0.4050,0.5514,0.4715,0.5468,0
925,' made',1.8153,0.1433,0.0552,0.3337,0.4769,0.4128,0.4679,0
926,'tt',2.6202,0.1399,0.0762,0.3811,0.5209,0.4287,0.5049,0
927,'stem',2.9373,0.2059,0.1430,0.3387,0.5445,0.3895,0.5325,0
928,'olog',2.7347,0.1630,0.1139,0.3691,0.5320,0.4134,0.5274,0
929,'up',2.2753,0.1304,0.0469,0.3726,0.5030,0.4224,0.4693,0
930,' |',2.1435,0.0907,0.0456,0.3718,0.4625,0.3990,0.4445,0
931,'ump',2.5198,0.1697,0.0869,0.3764,0.5461,0.4259,0.5128,0
932,' hel',2.4813,0.1818,0.0783,0.3876,0.5694,0.4302,0.5085,0
933,'vern',2.8115,0.1803,0.1081,0.3579,0.5381,0.3946,0.5027,0
934,'ular',2.6090,0.1865,0.1190,0.3775,0.5640,0.4504,0.5694,0
935,'ually',2.7529,0.2022,0.1604,0.2780,0.4802,0.3309,0.4913,1
936,' ac',2.3051,0.1944,0.0760,0.3913,0.5858,0.4517,0.5278,0
937,' mon',2.2695,0.1896,0.0851,0.3880,0.5776,0.4413,0.5265,0
938,' last',1.8980,0.1206,0.0429,0.4258,0.5463,0.4948,0.5378,0
939,' 200',1.9276,0.2148,0.1168,0.3663,0.5812,0.4392,0.5560,0
940,'10',2.0934,0.2093,0.0660,0.3586,0.5679,0.4422,0.5082,0
941,' stud',2.4111,0.1802,0.0865,0.3939,0.5741,0.4299,0.5164,0
942,'ures',2.6564,0.1439,0.0980,0.3022,0.4461,0.3454,0.4434,0
943,' Ar',2.1409,0.1779,0.0779,0.3537,0.5316,0.4310,0.5088,0
944,'self',2.6196,0.1947,0.0751,0.3512,0.5459,0.4010,0.4761,1
945,'ars',2.5512,0.1278,0.0724,0.3613,0.4892,0.4090,0.4814,0
946,'meric',2.8785,0.1949,0.1609,0.3514,0.5462,0.4011,0.5620,0
947,'ues',2.7231,0.1336,0.0829,0.3412,0.4748,0.3773,0.4602,0
948,'cy',2.6640,0.1827,0.3207,0.3390,0.5218,0.4006,0.7213,0
949,' min',2.2478,0.2315,0.1479,0.3480,0.5795,0.3911,0.5390,0
950,'ollow',2.7748,0.1975,0.1686,0.3398,0.5373,0.3781,0.5467,0
951,' col',2.2773,0.1471,0.0621,0.4396,0.5867,0.5031,0.5652,0
952,'io',2.5181,0.1177,0.0649,0.3519,0.4696,0.4035,0.4684,0
953,' mod',2.2947,0.1588,0.0893,0.3774,0.5362,0.4288,0.5180,0
954,' count',2.3428,0.1269,0.0719,0.4267,0.5536,0.4639,0.5359,0
955,' Com',2.3301,0.1221,0.0531,0.4158,0.5379,0.4549,0.5079,0
956,'hes',2.7634,0.1353,0.0813,0.3292,0.4645,0.3794,0.4607,0
957,' fin',2.4400,0.1567,0.0610,0.4151,0.5719,0.4539,0.5149,0
958,'air',2.5741,0.1434,0.0893,0.3466,0.4900,0.4006,0.4899,0
959,'ier',2.4868,0.2156,0.1962,0.2977,0.5133,0.2934,0.4896,0
960,'—',1.9787,0.1155,0.0568,0.3801,0.4956,0.4518,0.5086,0
961,'read',2.5225,0.1113,0.0680,0.4007,0.5120,0.4441,0.5121,0
962,'ank',2.5589,0.1468,0.1082,0.4059,0.5527,0.4503,0.5586,0
963,'atch',2.7124,0.1433,0.0702,0.3668,0.5100,0.4173,0.4875,0
964,'ever',2.7808,0.1372,0.0756,0.3446,0.4817,0.3986,0.4742,0
965,' str',2.2809,0.1473,0.0403,0.4010,0.5483,0.4585,0.4988,0
966,' point',2.0371,0.1219,0.0607,0.3698,0.4917,0.4265,0.4872,0
967,'ork',2.7243,0.1340,0.0836,0.3478,0.4818,0.3943,0.4778,0
968,' New',1.9213,0.2234,0.1516,0.3733,0.5968,0.4471,0.5986,0
969,' sur',2.4187,0.2190,0.1186,0.3964,0.6153,0.4150,0.5336,0
970,'ool',2.6788,0.1643,0.1021,0.3680,0.5323,0.4304,0.5325,0
971,'alk',2.7104,0.1769,0.1154,0.3175,0.4943,0.3616,0.4769,0
972,'ement',2.7721,0.1809,0.1275,0.3148,0.4957,0.3656,0.4931,0
973,' used',1.9151,0.1775,0.0981,0.3587,0.5362,0.4457,0.5438,0
974,'ract',2.7210,0.1991,0.1709,0.3298,0.5289,0.3763,0.5472,0
975,'ween',2.9450,0.2194,0.1567,0.3372,0.5566,0.3922,0.5489,0
976,' same',1.9059,0.1585,0.1079,0.3985,0.5569,0.4379,0.5458,0
977,'oun',2.7020,0.1807,0.1333,0.3380,0.5187,0.3808,0.5141,0
978,' Al',2.1021,0.1878,0.0686,0.3551,0.5429,0.4318,0.5004,0
979,'ci',2.5826,0.1346,0.0824,0.3932,0.5278,0.4305,0.5129,0
980,' differe',2.7948,0.2003,0.0964,0.3379,0.5382,0.3628,0.4592,0
981,' while',1.9045,0.1257,0.0633,0.3833,0.5090,0.4363,0.4996,0
