token_id,token,D,W_mid,W_final,t10_mid,t90_mid,t10_final,t90_final,flag_nonmonotonic
0,'!',1.8539,0.1347,0.0681,0.3935,0.5281,0.4708,0.5388,0
1,"'""'",1.8550,0.1337,0.0562,0.3361,0.4698,0.3801,0.4364,1
2,'#',2.3393,0.1485,0.0522,0.3904,0.5389,0.4257,0.4778,0
3,'$',2.3604,0.1863,0.0667,0.3600,0.5463,0.4166,0.4832,1
4,'%',2.0898,0.1784,0.0971,0.4008,0.5792,0.4379,0.5350,0
5,'&',2.2626,0.1099,0.0619,0.4298,0.5397,0.4644,0.5262,0
6,"""'""",1.9850,0.1414,0.0569,0.3545,0.4959,0.3903,0.4473,1
7,'(',2.0264,0.1261,0.0683,0.3487,0.4748,0.3838,0.4521,0
8,')',1.8267,0.1313,0.0483,0.3535,0.4848,0.4300,0.4783,0
9,'*',2.1826,0.1343,0.0700,0.3980,0.5323,0.4398,0.5098,1
10,'+',2.2357,0.1547,0.0663,0.3787,0.5334,0.4128,0.4791,1
11,"','",1.6622,0.1492,0.0874,0.3112,0.4603,0.3713,0.4587,1
12,'-',1.7647,0.0953,0.0544,0.3244,0.4197,0.3651,0.4195,0
13,'.',1.6687,0.1277,0.0870,0.3118,0.4395,0.3972,0.4842,0
14,'/',1.9112,0.1082,0.0649,0.3411,0.4493,0.3789,0.4437,0
15,'0',2.1710,0.1768,0.0711,0.3601,0.5369,0.3986,0.4698,0
16,'1',2.0423,0.2098,0.0678,0.3366,0.5463,0.3881,0.4559,1
17,'2',2.0135,0.2156,0.0645,0.3369,0.5524,0.3934,0.4579,0
18,'3',2.0237,0.2035,0.0663,0.3458,0.5492,0.4002,0.4665,0
19,'4',2.0258,0.1920,0.0660,0.3386,0.5306,0.3993,0.4652,1
20,'5',2.0574,0.2112,0.0761,0.3368,0.5480,0.3872,0.4633,0
21,'6',2.0891,0.1791,0.0678,0.3249,0.5040,0.3903,0.4581,1
22,'7',2.0821,0.2016,0.0742,0.3466,0.5482,0.4010,0.4751,0
23,'8',2.1120,0.1996,0.0726,0.3415,0.5411,0.3939,0.4665,1
24,'9',2.1374,0.1914,0.0677,0.3454,0.5369,0.3900,0.4578,1
25,':',1.7979,0.1194,0.0476,0.3096,0.4290,0.3843,0.4319,0
26,';',1.8163,0.1441,0.0672,0.3528,0.4969,0.4120,0.4792,1
27,'<',2.3664,0.1336,0.0673,0.3855,0.5192,0.4224,0.4898,0
28,'=',2.2050,0.1706,0.0723,0.3597,0.5303,0.3872,0.4595,0
29,'>',2.2541,0.1296,0.0659,0.3791,0.5087,0.4152,0.4811,0
30,'?',1.8158,0.0979,0.0562,0.3918,0.4897,0.4397,0.4960,0
31,'@',2.3682,0.1460,0.0638,0.3547,0.5008,0.3950,0.4588,0
32,'A',2.0168,0.2418,0.0411,0.3450,0.5868,0.3956,0.4367,1
33,'B',2.0482,0.1250,0.0515,0.3635,0.4885,0.4173,0.4688,1
34,'C',2.0645,0.1451,0.0498,0.3584,0.5035,0.4195,0.4692,1
35,'D',2.0556,0.1379,0.0381,0.3580,0.4959,0.4097,0.4478,1
36,'E',2.1426,0.1196,0.0468,0.3698,0.4894,0.4266,0.4734,1
37,'F',2.1113,0.1411,0.0507,0.3676,0.5087,0.4193,0.4700,0
38,'G',2.0811,0.1454,0.0474,0.3562,0.5016,0.4125,0.4599,1
39,'H',2.0791,0.1525,0.0620,0.3514,0.5039,0.3964,0.4584,1
40,'I',2.0147,0.1688,0.1283,0.3650,0.5338,0.4177,0.5460,0
41,'J',2.1801,0.1258,0.0477,0.3598,0.4856,0.4083,0.4560,1
42,'K',2.1128,0.1785,0.0407,0.3470,0.5255,0.4027,0.4434,0
43,'L',2.0938,0.1344,0.0552,0.3565,0.4909,0.4060,0.4613,1
44,'M',2.0488,0.1313,0.0386,0.3690,0.5003,0.4200,0.4586,1
45,'N',2.1366,0.1048,0.0454,0.3814,0.4862,0.4329,0.4783,1
46,'O',2.1813,0.1207,0.0677,0.3859,0.5066,0.4427,0.5105,0
47,'P',2.0873,0.1138,0.0521,0.3801,0.4939,0.4394,0.4915,0
48,'Q',2.3571,0.1032,0.0545,0.3896,0.4928,0.4342,0.4888,0
49,'R',2.0904,0.1212,0.0500,0.3586,0.4799,0.4074,0.4574,1
50,'S',2.0838,0.1328,0.0555,0.3643,0.4970,0.4180,0.4735,1
51,'T',2.0370,0.1152,0.0540,0.3726,0.4878,0.4244,0.4784,1
52,'U',2.2719,0.1662,0.0599,0.3734,0.5396,0.4161,0.4759,1
53,'V',2.1582,0.1500,0.0418,0.3564,0.5064,0.4077,0.4495,0
54,'W',2.1278,0.1557,0.0482,0.3536,0.5093,0.4083,0.4565,1
55,'X',2.2347,0.1200,0.0634,0.3879,0.5079,0.4308,0.4941,0
56,'Y',2.2304,0.1299,0.0663,0.3710,0.5009,0.4110,0.4773,1
57,'Z',2.2553,0.1372,0.0412,0.3665,0.5037,0.4168,0.4580,1
58,'[',2.2517,0.1601,0.0836,0.3369,0.4971,0.3653,0.4489,1
59,'\\',2.2520,0.1864,0.1231,0.3526,0.5390,0.3778,0.5009,0
60,']',2.0156,0.1329,0.0569,0.3348,0.4677,0.4115,0.4684,0
61,'^',2.3271,0.1698,0.1265,0.3669,0.5367,0.4188,0.5452,0
62,'_',1.9292,0.0921,0.0523,0.3678,0.4600,0.4124,0.4646,0
63,'`',2.4484,0.1172,0.0552,0.3989,0.5161,0.4244,0.4796,0
64,'a',2.0612,0.2598,0.0479,0.3279,0.5877,0.3904,0.4383,0
65,'b',2.1251,0.1562,0.0494,0.3718,0.5279,0.4128,0.4622,0
66,'c',2.1095,0.1820,0.0565,0.3712,0.5532,0.4179,0.4744,1
67,'d',2.1404,0.1794,0.0483,0.3572,0.5366,0.3900,0.4383,1
68,'e',2.1748,0.1485,0.0504,0.3685,0.5170,0.4236,0.4740,1
69,'f',2.1048,0.1515,0.0444,0.3843,0.5358,0.4250,0.4694,0
70,'g',2.1377,0.1828,0.0530,0.3539,0.5367,0.3928,0.4458,1
71,'h',2.2011,0.1602,0.0686,0.3693,0.5295,0.3976,0.4662,1
72,'i',2.1162,0.1490,0.0587,0.3659,0.5149,0.4047,0.4634,1
73,'j',2.2644,0.1395,0.0467,0.3765,0.5159,0.4199,0.4666,1
74,'k',2.1435,0.1682,0.0398,0.3675,0.5357,0.4182,0.4580,1
75,'l',2.1687,0.1406,0.0608,0.3838,0.5244,0.4185,0.4792,1
76,'m',2.1041,0.1781,0.0478,0.3815,0.5596,0.4158,0.4636,1
77,'n',2.1764,0.1092,0.0423,0.3932,0.5025,0.4464,0.4887,1
78,'o',2.1327,0.1102,0.0641,0.3931,0.5034,0.4350,0.4992,0
79,'p',2.1381,0.1134,0.0423,0.3939,0.5073,0.4352,0.4775,1
80,'q',2.4207,0.1315,0.0498,0.3766,0.5081,0.4290,0.4788,1
81,'r',2.2413,0.1224,0.0523,0.3557,0.4781,0.3942,0.4465,1
82,'s',2.0300,0.2157,0.0559,0.3709,0.5866,0.4123,0.4682,1
83,'t',2.0728,0.1596,0.0512,0.3841,0.5437,0.4267,0.4779,1
84,'u',2.2480,0.1206,0.0531,0.3902,0.5108,0.4326,0.4857,1
85,'v',2.1538,0.1580,0.0477,0.3720,0.5300,0.4164,0.4641,1
86,'w',2.1714,0.1434,0.0401,0.3652,0.5085,0.4092,0.4493,1
87,'x',2.2209,0.1978,0.0775,0.3723,0.5701,0.4111,0.4886,0
88,'y',2.1370,0.1194,0.0722,0.4002,0.5196,0.4414,0.5136,0
89,'z',2.1577,0.1051,0.0458,0.4041,0.5092,0.4411,0.4869,1
90,'{',2.3980,0.1747,0.0821,0.3629,0.5377,0.3867,0.4688,0
91,'|',2.2773,0.0994,0.0491,0.3891,0.4885,0.4299,0.4790,0
92,'}',2.2006,0.1394,0.0739,0.3789,0.5184,0.4220,0.4959,0
93,'~',2.4472,0.1943,0.1302,0.3593,0.5536,0.3685,0.4988,0
94,'�',2.4374,0.1863,0.1217,0.3546,0.5409,0.3864,0.5081,0
95,'�',2.5209,0.1822,0.0944,0.3618,0.5440,0.3997,0.4941,1
96,'�',2.5594,0.1553,0.0890,0.3350,0.4904,0.3767,0.4657,0
97,'�',2.5587,0.1721,0.0937,0.3440,0.5161,0.3808,0.4744,0
98,'�',2.5632,0.1593,0.0804,0.3251,0.4844,0.3693,0.4498,0
99,'�',2.5940,0.1367,0.0965,0.3377,0.4744,0.3711,0.4676,0
100,'�',2.5638,0.1557,0.1167,0.3341,0.4898,0.3612,0.4778,0
101,'�',2.4627,0.1488,0.0932,0.3491,0.4979,0.3955,0.4887,0
102,'�',2.5772,0.1713,0.1364,0.3399,0.5112,0.3652,0.5016,0
103,'�',2.5167,0.1431,0.0789,0.3551,0.4983,0.4110,0.4898,0
104,'�',2.6484,0.1665,0.1430,0.3292,0.4958,0.3302,0.4732,0
105,'�',2.4848,0.1612,0.1397,0.3668,0.5279,0.3687,0.5083,0
106,'�',2.4830,0.1730,0.1415,0.3400,0.5130,0.3555,0.4970,0
107,'�',2.5143,0.1622,0.1181,0.3717,0.5339,0.3929,0.5110,0
108,'�',2.4860,0.1949,0.0802,0.3537,0.5485,0.3888,0.4689,1
109,'�',2.5374,0.1584,0.1071,0.3799,0.5383,0.4115,0.5187,0
110,'�',2.4978,0.1567,0.0960,0.3416,0.4983,0.3807,0.4767,0
111,'�',2.5215,0.1656,0.1040,0.3303,0.4960,0.3846,0.4886,0
112,'�',2.4323,0.1571,0.1018,0.3579,0.5150,0.3926,0.4945,1
113,'�',2.5231,0.1387,0.0802,0.3646,0.5034,0.4127,0.4928,0
114,'�',2.5120,0.1558,0.1101,0.3509,0.5067,0.3768,0.4868,1
115,'�',2.5272,0.1777,0.1180,0.3796,0.5574,0.3981,0.5162,0
116,'�',2.4517,0.1680,0.1795,0.3494,0.5174,0.3253,0.5048,0
117,'�',2.5510,0.2287,0.1073,0.3428,0.5715,0.3822,0.4895,0
118,'�',2.5279,0.1364,0.0903,0.3712,0.5076,0.3997,0.4900,0
119,'�',2.5026,0.1955,0.1819,0.3774,0.5729,0.3789,0.5608,0
120,'�',2.5124,0.2063,0.1269,0.3783,0.5846,0.4252,0.5521,0
121,'�',2.5705,0.1680,0.1221,0.3505,0.5185,0.3732,0.4953,0
122,'�',2.5431,0.1888,0.1237,0.3608,0.5495,0.3984,0.5221,0
123,'�',2.5379,0.1907,0.1104,0.3965,0.5872,0.4387,0.5491,0
124,'�',5.1561,0.3201,0.3321,0.1075,0.4276,0.1138,0.4459,0
125,'�',5.1584,0.3194,0.3316,0.1074,0.4268,0.1136,0.4452,0
126,'�',2.4606,0.1438,0.0905,0.4104,0.5542,0.4282,0.5187,0
127,'�',2.5343,0.1151,0.0691,0.4016,0.5167,0.4372,0.5063,0
128,'�',2.6643,0.1022,0.0430,0.4160,0.5182,0.4500,0.4929,0
129,'�',2.6743,0.1151,0.0620,0.4148,0.5299,0.4402,0.5022,0
130,'�',2.8014,0.2063,0.1529,0.3510,0.5573,0.3449,0.4978,0
131,'�',2.5738,0.1807,0.1205,0.3749,0.5557,0.3820,0.5026,0
132,'�',2.7931,0.1595,0.1836,0.3772,0.5367,0.3822,0.5658,0
133,'�',2.4682,0.1460,0.0714,0.3992,0.5453,0.4328,0.5043,0
134,'�',2.5324,0.1589,0.1039,0.4018,0.5607,0.4188,0.5227,0
135,'�',2.6654,0.1710,0.1186,0.3847,0.5556,0.3959,0.5145,0
136,'�',2.6370,0.1900,0.1256,0.3974,0.5874,0.4273,0.5529,0
137,'�',2.6637,0.2309,0.1438,0.3419,0.5729,0.3362,0.4800,0
138,'�',2.4393,0.1663,0.1093,0.3762,0.5425,0.4024,0.5117,0
139,'�',2.5216,0.1491,0.1058,0.3678,0.5169,0.3964,0.5022,0
140,'�',2.5132,0.1227,0.0875,0.4506,0.5732,0.4622,0.5497,0
141,'�',2.4670,0.1421,0.0912,0.4246,0.5667,0.4482,0.5394,0
142,'�',2.8793,0.2360,0.2212,0.3411,0.5770,0.3346,0.5558,0
143,'�',2.9194,0.2363,0.1932,0.3097,0.5460,0.2946,0.4878,0
144,'�',2.9336,0.2413,0.2028,0.3189,0.5602,0.3155,0.5182,0
145,'�',2.5378,0.1557,0.0900,0.3582,0.5140,0.3820,0.4720,0
146,'�',2.5506,0.1643,0.0936,0.3665,0.5307,0.4081,0.5017,0
147,'�',2.2924,0.1595,0.1186,0.4203,0.5798,0.4442,0.5628,0
148,'�',2.3319,0.2275,0.1386,0.3392,0.5667,0.3589,0.4975,1
149,'�',2.3662,0.2122,0.1301,0.3961,0.6082,0.4266,0.5567,0
150,'�',2.6662,0.2021,0.1529,0.3116,0.5137,0.3013,0.4542,0
151,'�',2.5816,0.2198,0.1566,0.3580,0.5777,0.3703,0.5269,0
152,'�',2.7312,0.2706,0.1680,0.2979,0.5686,0.3037,0.4717,0
153,'�',3.9072,0.3675,0.2989,0.1528,0.5203,0.1583,0.4573,0
154,'�',3.1645,0.3272,0.2731,0.2106,0.5377,0.2144,0.4875,0
155,'�',2.7659,0.3531,0.2907,0.2503,0.6035,0.2506,0.5413,0
156,'�',2.6008,0.2145,0.1638,0.3647,0.5792,0.3731,0.5369,0
157,'�',2.6252,0.1737,0.1190,0.3941,0.5678,0.4131,0.5320,0
158,'�',2.5761,0.2029,0.1122,0.3964,0.5993,0.4134,0.5256,0
159,'�',2.5729,0.2377,0.1947,0.3818,0.6195,0.3679,0.5625,0
160,'�',2.6941,0.2089,0.1188,0.3286,0.5375,0.3477,0.4666,0
161,'�',2.2034,0.1951,0.1124,0.4760,0.6711,0.5169,0.6293,0
162,'�',2.1329,0.1876,0.1066,0.4456,0.6332,0.4823,0.5889,0
163,'�',2.1591,0.1405,0.0625,0.4446,0.5852,0.4799,0.5424,0
164,'�',2.1562,0.1648,0.0885,0.4331,0.5979,0.4747,0.5632,0
165,'�',2.2360,0.2060,0.1709,0.4216,0.6276,0.4255,0.5964,0
166,'�',2.4030,0.1588,0.0780,0.4065,0.5653,0.4469,0.5250,0
167,'�',2.3802,0.1898,0.0965,0.4022,0.5920,0.4527,0.5493,0
168,'�',2.3486,0.1627,0.0827,0.4356,0.5983,0.4724,0.5551,0
169,'�',2.4224,0.2056,0.1005,0.3886,0.5941,0.4207,0.5212,0
170,'�',2.7156,0.2234,0.1514,0.3476,0.5710,0.3778,0.5292,0
171,'�',2.6848,0.1780,0.0807,0.3499,0.5279,0.3809,0.4616,0
172,'�',2.7219,0.2469,0.1750,0.3358,0.5827,0.3200,0.4950,0
173,'�',3.6552,0.4266,0.3506,0.1643,0.5908,0.1683,0.5189,0
174,'�',4.1841,0.4948,0.4425,0.1399,0.6347,0.1440,0.5865,0
175,'�',2.5777,0.3084,0.2698,0.3243,0.6326,0.3020,0.5718,0
176,'�',2.8239,0.3737,0.3054,0.2379,0.6116,0.2278,0.5332,0
177,'�',5.1595,0.3204,0.3325,0.1073,0.4277,0.1138,0.4463,0
178,'�',5.1666,0.3188,0.3284,0.1074,0.4262,0.1135,0.4419,0
179,'�',5.1663,0.3187,0.3291,0.1073,0.4260,0.1136,0.4428,0
180,'�',5.1625,0.3192,0.3309,0.1072,0.4264,0.1134,0.4443,0
181,'�',5.1530,0.3203,0.3310,0.1074,0.4278,0.1136,0.4446,0
182,'�',5.1610,0.3200,0.3311,0.1074,0.4274,0.1135,0.4446,0
183,'�',5.1633,0.3191,0.3297,0.1072,0.4263,0.1133,0.4430,0
184,'�',5.1564,0.3211,0.3324,0.1073,0.4284,0.1137,0.4461,0
185,'�',5.1648,0.3183,0.3289,0.1073,0.4255,0.1134,0.4423,0
186,'�',5.1654,0.3201,0.3319,0.1072,0.4272,0.1135,0.4453,0
187,'�',5.1620,0.3199,0.3314,0.1072,0.4272,0.1134,0.4448,0
188,'\x00',5.1673,0.3196,0.3291,0.1073,0.4269,0.1134,0.4425,0
189,'\x01',5.1608,0.3202,0.3313,0.1073,0.4275,0.1135,0.4448,0
190,'\x02',5.1638,0.3188,0.3300,0.1072,0.4260,0.1134,0.4434,0
191,'\x03',5.1573,0.3207,0.3328,0.1073,0.4280,0.1135,0.4463,0
192,'\x04',5.1620,0.3205,0.3323,0.1072,0.4277,0.1134,0.4457,0
193,'\x05',5.1585,0.3189,0.3289,0.1075,0.4264,0.1136,0.4426,0
194,'\x06',5.1643,0.3195,0.3302,0.1073,0.4268,0.1135,0.4437,0
195,'\x07',5.1562,0.3185,0.3295,0.1074,0.4259,0.1136,0.4431,0
196,'\x08',5.1642,0.3188,0.3291,0.1070,0.4259,0.1129,0.4420,0
197,'\t',5.1638,0.3195,0.3305,0.1073,0.4268,0.1136,0.4441,0
198,'\n',1.7617,0.2189,0.1516,0.3409,0.5598,0.4071,0.5586,0
199,'\x0b',5.1607,0.3198,0.3318,0.1073,0.4271,0.1133,0.4450,0
200,'\x0c',5.1608,0.3188,0.3306,0.1074,0.4261,0.1136,0.4441,0
201,'\r',5.1581,0.3189,0.3306,0.1074,0.4263,0.1135,0.4441,0
202,'\x0e',5.1573,0.3180,0.3306,0.1075,0.4255,0.1137,0.4443,0
203,'\x0f',5.1621,0.3189,0.3298,0.1073,0.4262,0.1134,0.4431,0
204,'\x10',5.1573,0.3194,0.3332,0.1074,0.4268,0.1138,0.4470,0
205,'\x11',5.1682,0.3190,0.3301,0.1073,0.4263,0.1135,0.4436,0
206,'\x12',5.1596,0.3195,0.3297,0.1073,0.4269,0.1135,0.4432,0
207,'\x13',5.1591,0.3204,0.3327,0.1073,0.4277,0.1136,0.4463,0
208,'\x14',5.1600,0.3211,0.3298,0.1073,0.4284,0.1135,0.4433,0
209,'\x15',5.1560,0.3209,0.3336,0.1074,0.4283,0.1138,0.4474,0
210,'\x16',5.1589,0.3190,0.3303,0.1073,0.4263,0.1135,0.4439,0
211,'\x17',5.1701,0.3203,0.3293,0.1072,0.4275,0.1132,0.4425,0
212,'\x18',5.1560,0.3206,0.3319,0.1074,0.4280,0.1136,0.4455,0
213,'\x19',5.1611,0.3213,0.3313,0.1074,0.4286,0.1134,0.4447,0
214,'\x1a',5.1611,0.3205,0.3315,0.1072,0.4278,0.1135,0.4450,0
215,'\x1b',5.1591,0.3192,0.3302,0.1073,0.4265,0.1134,0.4436,0
216,'\x1c',5.1622,0.3195,0.3301,0.1072,0.4267,0.1134,0.4435,0
217,'\x1d',5.1569,0.3224,0.3333,0.1074,0.4297,0.1135,0.4468,0
218,'\x1e',5.1601,0.3196,0.3300,0.1073,0.4269,0.1135,0.4435,0
219,'\x1f',5.1633,0.3197,0.3293,0.1071,0.4268,0.1132,0.4425,0
220,' ',2.2214,0.1797,0.0617,0.4210,0.6007,0.4660,0.5277,0
221,'\x7f',5.1608,0.3204,0.3308,0.1074,0.4277,0.1136,0.4444,0
222,'�',2.5264,0.1548,0.1036,0.3478,0.5026,0.3838,0.4873,0
223,'�',2.4582,0.1465,0.0746,0.3858,0.5323,0.4134,0.4880,1
224,'�',2.5365,0.1939,0.0794,0.3605,0.5545,0.3990,0.4785,1
225,'�',2.5299,0.1969,0.1600,0.3616,0.5585,0.3652,0.5252,0
226,'�',2.5074,0.1447,0.1029,0.3493,0.4939,0.3846,0.4875,0
227,'�',2.4985,0.1291,0.0805,0.3995,0.5286,0.4346,0.5151,0
228,'�',2.5519,0.1454,0.0712,0.3726,0.5180,0.4334,0.5046,0
229,'�',2.4526,0.1460,0.1018,0.3455,0.4915,0.3737,0.4755,1
230,'�',2.4805,0.1705,0.1091,0.3434,0.5139,0.3885,0.4976,0
231,'�',2.5632,0.1622,0.1424,0.3419,0.5041,0.3534,0.4958,0
232,'�',2.4781,0.1765,0.1033,0.3992,0.5757,0.4349,0.5382,0
233,'�',2.5035,0.1707,0.0870,0.3347,0.5054,0.3830,0.4700,1
234,'�',2.4355,0.1908,0.1087,0.3517,0.5425,0.3901,0.4988,1
235,'�',2.5253,0.2028,0.1004,0.3402,0.5430,0.3852,0.4856,1
236,'�',2.5147,0.1842,0.1090,0.3414,0.5257,0.3558,0.4648,0
237,'�',2.5257,0.2088,0.0837,0.3533,0.5621,0.3829,0.4666,0
238,'�',2.4794,0.1894,0.1393,0.3454,0.5348,0.3530,0.4923,0
239,'�',2.4892,0.1703,0.1067,0.3571,0.5274,0.3999,0.5067,0
240,'�',2.5285,0.1830,0.0819,0.3518,0.5348,0.4055,0.4874,0
241,'�',2.5166,0.1834,0.0678,0.3626,0.5459,0.4095,0.4773,0
242,'�',2.4799,0.1801,0.0943,0.3686,0.5487,0.4270,0.5213,0
243,'�',2.5497,0.1456,0.0961,0.3629,0.5085,0.3935,0.4896,0
244,'�',2.5106,0.1490,0.0909,0.3269,0.4759,0.3668,0.4576,0
245,'�',2.4981,0.1180,0.0622,0.3651,0.4831,0.4137,0.4759,0
246,'�',2.5004,0.1417,0.0858,0.3921,0.5338,0.4357,0.5214,0
247,'�',2.4441,0.1592,0.0930,0.3895,0.5487,0.4268,0.5197,0
248,'�',2.4969,0.1567,0.1012,0.3820,0.5387,0.4181,0.5193,0
249,'�',2.4793,0.1338,0.0660,0.3943,0.5281,0.4398,0.5059,1
250,'�',2.5213,0.1810,0.0855,0.3657,0.5466,0.4024,0.4879,1
251,'�',2.5111,0.1782,0.1234,0.3778,0.5560,0.3962,0.5195,0
252,'�',2.5549,0.1867,0.1189,0.4120,0.5987,0.4410,0.5599,0
253,'�',2.4883,0.1680,0.1093,0.3752,0.5432,0.4085,0.5179,0
254,'�',2.4542,0.1516,0.0915,0.3756,0.5272,0.3981,0.4896,0
255,'�',2.5200,0.1842,0.1079,0.3332,0.5175,0.3659,0.4738,1
256,' t',1.9280,0.1422,0.0593,0.3539,0.4962,0.4107,0.4701,0
257,' a',1.5869,0.1413,0.0400,0.2917,0.4330,0.3891,0.4291,0
258,'he',2.3242,0.1056,0.0427,0.3695,0.4751,0.4154,0.4582,0
259,'in',2.0399,0.1274,0.0627,0.3754,0.5027,0.4263,0.4890,0
260,'re',2.2719,0.1070,0.0525,0.3885,0.4955,0.4412,0.4936,0
261,'on',2.2149,0.1191,0.0853,0.3582,0.4772,0.4084,0.4937,0
262,' the',1.6118,0.1282,0.0545,0.2955,0.4236,0.3727,0.4272,0
263,'er',2.2238,0.1054,0.0648,0.3835,0.4889,0.4235,0.4883,0
264,' s',2.0142,0.1835,0.0761,0.3527,0.5361,0.4016,0.4777,0
265,'at',2.1803,0.1147,0.0702,0.3800,0.4947,0.4338,0.5040,0
266,' w',1.9854,0.1466,0.0378,0.3568,0.5033,0.4211,0.4589,0
267,' o',2.1530,0.1786,0.0746,0.3575,0.5362,0.4052,0.4799,0
268,'en',2.1867,0.1293,0.0791,0.3676,0.4969,0.4211,0.5001,0
269,' c',2.0035,0.1780,0.0801,0.3505,0.5285,0.4034,0.4835,0
270,'it',2.1699,0.1284,0.0688,0.3671,0.4954,0.4109,0.4797,0
271,'is',2.1362,0.1096,0.0668,0.3618,0.4714,0.4028,0.4695,0
272,'an',2.1454,0.2024,0.0663,0.3290,0.5314,0.3868,0.4531,1
273,'or',2.1384,0.1097,0.0616,0.3604,0.4702,0.3938,0.4554,1
274,'es',2.1346,0.1116,0.0652,0.3776,0.4892,0.4220,0.4872,0
275,' b',1.9253,0.1704,0.0595,0.3526,0.5229,0.4077,0.4672,0
276,'ed',2.1942,0.1494,0.0967,0.3557,0.5051,0.4055,0.5022,0
277,' f',1.9826,0.1613,0.0601,0.3957,0.5570,0.4478,0.5079,0
278,'ing',2.0961,0.1336,0.1019,0.3746,0.5082,0.4268,0.5287,0
279,' p',1.9414,0.1452,0.0689,0.3645,0.5097,0.4101,0.4791,0
280,'ou',2.4598,0.1349,0.0748,0.3928,0.5277,0.4334,0.5082,0
281,' an',1.6306,0.1541,0.0509,0.3086,0.4627,0.3989,0.4498,1
282,'al',2.1539,0.1480,0.1165,0.3501,0.4981,0.3973,0.5139,0
283,'ar',2.2283,0.1245,0.0687,0.3715,0.4960,0.4131,0.4818,0
284,' to',1.6381,0.1183,0.0572,0.3313,0.4496,0.3928,0.4500,0
285,' m',1.9527,0.1238,0.0470,0.3599,0.4837,0.4116,0.4586,0
286,' of',1.6738,0.1109,0.0464,0.3160,0.4269,0.3806,0.4270,0
287,' in',1.6517,0.1475,0.0979,0.3178,0.4653,0.3983,0.4962,1
288,' d',1.9521,0.1406,0.0665,0.3468,0.4873,0.3921,0.4586,0
289,' h',1.9677,0.1580,0.0804,0.3456,0.5036,0.3904,0.4708,0
290,' and',1.6895,0.1314,0.0672,0.3268,0.4582,0.3725,0.4397,1
291,'ic',2.3528,0.1084,0.0530,0.3807,0.4891,0.4319,0.4848,0
292,'as',2.1395,0.1033,0.0448,0.3759,0.4792,0.4306,0.4754,0
293,'le',2.3476,0.1292,0.0774,0.3514,0.4806,0.4048,0.4822,1
294,' th',2.2049,0.1358,0.0421,0.4232,0.5591,0.4723,0.5144,0
295,'ion',2.5612,0.1610,0.1093,0.3144,0.4755,0.3483,0.4576,1
296,'om',2.4308,0.1490,0.0686,0.3694,0.5184,0.4103,0.4788,1
297,'ll',2.5253,0.1923,0.0741,0.3578,0.5501,0.3987,0.4728,1
298,'ent',2.4803,0.1257,0.0831,0.3734,0.4990,0.4101,0.4932,0
299,' n',1.9996,0.1413,0.0441,0.3960,0.5373,0.4545,0.4986,0
300,' l',1.9987,0.1574,0.0867,0.3425,0.4999,0.3793,0.4660,0
301,'st',2.2270,0.1409,0.0473,0.3961,0.5370,0.4300,0.4773,1
302,' re',2.0425,0.1605,0.0793,0.3637,0.5242,0.4196,0.4989,0
303,'ve',2.4832,0.1415,0.0895,0.3521,0.4936,0.3901,0.4796,0
304,' e',2.0931,0.1399,0.0558,0.3528,0.4927,0.4021,0.4579,0
305,'ro',2.4603,0.1420,0.0666,0.3673,0.5093,0.4223,0.4890,0
306,'ly',2.2887,0.1477,0.1612,0.3502,0.4979,0.3966,0.5578,0
307,' be',1.7240,0.1297,0.0528,0.3712,0.5009,0.4323,0.4850,0
308,' g',1.9514,0.1550,0.0511,0.3534,0.5084,0.4178,0.4688,0
309,' T',1.8654,0.1390,0.0480,0.3520,0.4910,0.4206,0.4685,0
310,'ct',2.6313,0.1924,0.1320,0.3391,0.5315,0.3868,0.5188,1
311,' S',1.9382,0.1610,0.0509,0.3478,0.5089,0.4160,0.4670,0
312,'id',2.3660,0.1244,0.0793,0.3411,0.4655,0.3839,0.4632,0
313,'ot',2.2890,0.1134,0.0580,0.3884,0.5018,0.4303,0.4883,0
314,' I',1.7308,0.1060,0.0493,0.3624,0.4684,0.4098,0.4591,0
315,'ut',2.4449,0.1227,0.0778,0.3883,0.5110,0.4229,0.5007,0
316,'et',2.2575,0.1131,0.0610,0.3881,0.5012,0.4388,0.4998,0
317,' A',1.8177,0.3084,0.0433,0.3329,0.6413,0.3963,0.4397,1
318,' is',1.6904,0.1111,0.0562,0.3528,0.4640,0.4034,0.4596,0
319,' on',1.6658,0.1240,0.0491,0.3339,0.4578,0.4069,0.4560,0
320,'im',2.3811,0.1101,0.0590,0.3871,0.4971,0.4279,0.4870,0
321,'am',2.2842,0.1208,0.0657,0.3579,0.4787,0.3982,0.4639,0
322,'ow',2.5681,0.1375,0.0799,0.3351,0.4725,0.3775,0.4574,0
323,'ay',2.3992,0.1558,0.0937,0.3611,0.5169,0.4101,0.5038,0
324,'ad',2.2449,0.1267,0.0805,0.3776,0.5043,0.4171,0.4976,0
325,'se',2.4329,0.0992,0.0520,0.3885,0.4877,0.4229,0.4749,0
326,' that',1.6676,0.1345,0.0647,0.3310,0.4656,0.3941,0.4587,0
327,' C',1.8943,0.1724,0.0537,0.3542,0.5266,0.4206,0.4744,0
328,'ig',2.3686,0.1031,0.0635,0.3966,0.4997,0.4252,0.4887,0
