condition,src,split,plateau_auc_low,dist_to_source,norm,output_kl,log10_output_kl
iso120,124,test,0.10312,120.0,145.313,0.804554,-0.0944
iso120,125,test,0.05541,120.0,141.724,2.57976,0.4116
iso120,126,test,0.07114,120.0,138.423,1.32734,0.123
iso120,127,test,0.08537,120.0,148.217,0.758687,-0.1199
iso120,128,test,0.07288,120.0,157.608,6.417544,0.8074
iso120,129,test,0.05645,120.0,146.164,3.025496,0.4808
iso120,130,test,0.17608,120.0,150.419,0.17517,-0.7565
iso120,131,test,0.07704,120.0,142.874,0.54349,-0.2648
iso120,132,test,0.08638,120.0,142.675,1.021935,0.0094
iso120,133,test,0.13376,120.0,142.634,0.297122,-0.5271
iso120,134,test,0.14604,120.0,148.19,0.175978,-0.7545
iso120,135,test,0.05388,120.0,140.438,5.039598,0.7024
iso120,136,test,0.11553,120.0,141.17,0.491659,-0.3083
iso120,137,test,0.13263,120.0,142.709,2.409858,0.382
iso120,138,test,0.07869,120.0,145.812,1.275253,0.1056
iso120,139,test,0.05607,120.0,143.988,1.120756,0.0495
iso120,140,test,0.0926,120.0,145.541,1.392562,0.1438
iso120,141,test,0.07601,120.0,137.924,1.260094,0.1004
iso120,142,test,0.0659,120.0,136.307,1.044819,0.019
iso120,143,test,0.09946,120.0,139.068,1.174194,0.0697
iso120,144,test,0.06988,120.0,156.039,2.405637,0.3812
iso120,145,test,0.0914,120.0,155.578,1.844116,0.2658
iso120,146,test,0.07284,120.0,156.016,1.08605,0.0358
iso120,147,test,0.05459,120.0,142.727,3.476705,0.5412
iso120,148,test,0.06581,120.0,145.292,1.268834,0.1034
iso120,149,test,0.21095,120.0,138.58,0.042158,-1.3751
iso120,150,test,0.13329,120.0,139.179,0.508673,-0.2936
iso120,151,test,0.1077,120.0,149.27,1.315173,0.119
iso120,152,test,0.06933,120.0,142.512,1.306736,0.1162
iso120,153,test,0.05843,120.0,138.042,1.482668,0.171
iso120,154,test,0.05119,120.0,143.364,1.920095,0.2833
iso120,155,test,0.16022,120.0,138.156,0.211677,-0.6743
iso120,156,test,0.05931,120.0,146.044,2.146336,0.3317
iso120,157,test,0.06588,120.0,146.432,1.323086,0.1216
iso120,158,test,0.07603,120.0,135.384,1.528921,0.1844
iso120,159,test,0.0956,120.0,151.416,0.684915,-0.1644
iso120,160,test,0.05889,120.0,143.446,1.745366,0.2419
iso120,161,test,0.10958,120.0,139.321,0.64379,-0.1913
iso120,162,test,0.0786,120.0,144.228,1.293172,0.1117
iso120,163,test,0.09616,120.0,149.639,0.621927,-0.2063
iso120,164,test,0.08239,120.0,150.473,1.40276,0.147
iso120,165,test,0.09743,120.0,139.303,0.330573,-0.4807
iso120,166,test,0.08529,120.0,145.6,0.755625,-0.1217
iso120,167,test,0.19125,120.0,148.671,0.169404,-0.7711
iso120,168,test,0.09862,120.0,145.207,1.753843,0.244
iso120,169,test,0.068,120.0,138.614,1.309427,0.1171
iso120,170,test,0.10416,120.0,138.512,1.06094,0.0257
iso120,171,test,0.07546,120.0,146.951,1.350562,0.1305
iso120,172,test,0.09334,120.0,137.671,0.465743,-0.3319
iso120,173,test,0.06498,120.0,153.196,1.432225,0.156
iso120,174,test,0.0922,120.0,144.551,0.401984,-0.3958
iso120,175,test,0.10561,120.0,146.328,0.696727,-0.1569
iso120,176,test,0.09676,120.0,138.945,0.871325,-0.0598
iso120,177,test,0.05465,120.0,149.074,5.185631,0.7148
iso120,178,test,0.08026,120.0,135.466,1.215055,0.0846
iso120,179,test,0.09387,120.0,136.889,0.833942,-0.0789
iso120,180,test,0.07351,120.0,141.627,2.481898,0.3948
iso120,181,test,0.05355,120.0,138.629,4.393169,0.6428
iso120,182,test,0.04042,120.0,145.078,2.153902,0.3332
iso120,183,test,0.11916,120.0,142.454,0.513401,-0.2895
iso120,184,test,0.07308,120.0,134.737,2.166107,0.3357
iso120,185,test,0.08396,120.0,141.451,1.164539,0.0662
iso120,186,test,0.07377,120.0,141.716,1.772121,0.2485
iso120,187,test,0.07744,120.0,146.933,1.40353,0.1472
iso120,188,test,0.06374,120.0,151.913,1.002739,0.0012
iso120,189,test,0.11753,120.0,144.7,0.577168,-0.2387
iso120,190,test,0.05016,120.0,143.993,2.692453,0.4301
iso120,191,test,0.06471,120.0,146.083,0.794651,-0.0998
iso120,192,test,0.12259,120.0,144.163,0.668454,-0.1749
iso120,193,test,0.12712,120.0,145.658,0.695635,-0.1576
iso120,194,test,0.06752,120.0,151.376,3.119147,0.494
iso120,195,test,0.05074,120.0,145.943,9.350239,0.9708
iso120,196,test,0.08216,120.0,139.347,0.627311,-0.2025
iso120,197,test,0.09768,120.0,149.653,0.312498,-0.5052
iso120,198,test,0.07031,120.0,145.054,0.38863,-0.4105
iso120,199,test,0.12873,120.0,137.547,0.473863,-0.3243
