condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
sparse_match,179,0.05138,40.841,28,0.15321,-0.10183
sparse_match,180,0.08236,64.425,35,0.12327,-0.04091
sparse_match,181,0.05417,56.98,6,0.13172,-0.07755
sparse_match,182,0.09669,73.981,80,0.11331,-0.01662
sparse_match,183,0.06832,54.628,21,0.13444,-0.06612
sparse_match,184,0.05363,44.516,33,0.14765,-0.09402
sparse_match,185,0.05361,58.145,23,0.13042,-0.0768
sparse_match,186,0.04914,67.767,13,0.11962,-0.07049
sparse_match,187,0.03517,65.358,8,0.12223,-0.08706
sparse_match,188,0.11679,72.332,44,0.11493,0.00185
sparse_match,189,0.03987,66.652,44,0.12082,-0.08095
sparse_match,190,0.06206,50.8,85,0.13913,-0.07707
sparse_match,191,0.05994,70.183,27,0.1171,-0.05717
sparse_match,192,0.0521,62.842,33,0.12506,-0.07296
sparse_match,193,0.07626,68.608,33,0.11874,-0.04248
sparse_match,194,0.09118,83.575,44,0.10453,-0.01335
sparse_match,195,0.08896,81.748,12,0.10612,-0.01716
sparse_match,196,0.06392,54.786,67,0.13426,-0.07033
sparse_match,197,0.02434,75.943,51,0.11142,-0.08709
sparse_match,198,0.08806,70.562,34,0.11671,-0.02865
sparse_match,199,0.0933,37.555,25,0.15863,-0.06533
iso15,100,0.32781,15.0,0,,
iso15,101,0.171,15.0,0,,
iso15,102,0.15082,15.0,0,,
iso15,103,0.07995,15.0,0,,
iso15,104,0.17244,15.0,0,,
iso15,105,0.15473,15.0,0,,
iso15,106,0.21116,15.0,0,,
iso15,107,0.18003,15.0,0,,
iso15,108,0.16913,15.0,0,,
iso15,109,0.15165,15.0,0,,
iso15,110,0.16101,15.0,0,,
iso15,111,0.12346,15.0,0,,
iso15,112,0.15531,15.0,0,,
iso15,113,0.16771,15.0,0,,
iso15,114,0.17115,15.0,0,,
iso15,115,0.2021,15.0,0,,
iso15,116,0.57225,15.0,0,,
iso15,117,0.18403,15.0,0,,
iso15,118,0.17017,15.0,0,,
iso15,119,0.48868,15.0,0,,
iso15,120,0.17623,15.0,0,,
iso15,121,0.21614,15.0,0,,
iso15,122,0.16458,15.0,0,,
iso15,123,0.10793,15.0,0,,
iso15,124,0.17706,15.0,0,,
iso15,125,0.13363,15.0,0,,
iso15,126,0.15774,15.0,0,,
iso15,127,0.23561,15.0,0,,
iso15,128,0.5968,15.0,0,,
iso15,129,0.27541,15.0,0,,
iso15,130,0.43626,15.0,0,,
iso15,131,0.17113,15.0,0,,
iso15,132,0.14032,15.0,0,,
iso15,133,0.17585,15.0,0,,
iso15,134,0.30642,15.0,0,,
iso15,135,0.38658,15.0,0,,
iso15,136,0.19498,15.0,0,,
iso15,137,0.12407,15.0,0,,
iso15,138,0.21985,15.0,0,,
iso15,139,0.15668,15.0,0,,
iso15,140,0.15579,15.0,0,,
iso15,141,0.12415,15.0,0,,
iso15,142,0.09198,15.0,0,,
iso15,143,0.2217,15.0,0,,
iso15,144,0.18357,15.0,0,,
iso15,145,0.24069,15.0,0,,
iso15,146,0.11825,15.0,0,,
iso15,147,0.21684,15.0,0,,
iso15,148,0.13964,15.0,0,,
iso15,149,0.56023,15.0,0,,
iso15,150,0.23072,15.0,0,,
iso15,151,0.17529,15.0,0,,
iso15,152,0.1568,15.0,0,,
iso15,153,0.20239,15.0,0,,
iso15,154,0.1267,15.0,0,,
iso15,155,0.36303,15.0,0,,
iso15,156,0.12108,15.0,0,,
iso15,157,0.10375,15.0,0,,
iso15,158,0.12739,15.0,0,,
iso15,159,0.15119,15.0,0,,
iso15,160,0.18261,15.0,0,,
iso15,161,0.20412,15.0,0,,
iso15,162,0.24274,15.0,0,,
iso15,163,0.17691,15.0,0,,
iso15,164,0.12462,15.0,0,,
iso15,165,0.19926,15.0,0,,
iso15,166,0.43754,15.0,0,,
iso15,167,0.40137,15.0,0,,
iso15,168,0.1637,15.0,0,,
iso15,169,0.22571,15.0,0,,
iso15,170,0.25696,15.0,0,,
iso15,171,0.14118,15.0,0,,
iso15,172,0.25308,15.0,0,,
iso15,173,0.11709,15.0,0,,
iso15,174,0.25165,15.0,0,,
iso15,175,0.1543,15.0,0,,
