seed,model,layer,pair,class_a,class_b,rep,idx_a,idx_b,lin_dev,max_jump
2,clf,d_out,54,3,7,0,76,34,0.110568,3.404799
2,clf,d_out,55,3,7,1,216,111,0.169672,2.593178
2,clf,d_out,56,3,8,0,87,128,0.176168,6.497973
2,clf,d_out,57,3,8,1,230,260,0.120674,4.505241
2,clf,d_out,58,3,9,0,90,16,0.125417,2.986479
2,clf,d_out,59,3,9,1,231,118,0.103173,3.538412
2,clf,d_out,60,4,5,0,33,52,0.264756,4.966664
2,clf,d_out,61,4,5,1,116,165,0.161188,5.73816
2,clf,d_out,62,4,6,0,42,54,0.146717,4.983294
2,clf,d_out,63,4,6,1,117,156,0.213841,6.343019
2,clf,d_out,64,4,7,0,48,36,0.135935,4.998636
2,clf,d_out,65,4,7,1,121,114,0.137117,4.037184
2,clf,d_out,66,4,8,0,49,134,0.08208,5.265355
2,clf,d_out,67,4,8,1,139,266,0.124638,4.577635
2,clf,d_out,68,4,9,0,56,20,0.200777,6.202764
2,clf,d_out,69,4,9,1,159,125,0.119188,3.368169
2,clf,d_out,70,5,6,0,59,66,0.193536,10.492075
2,clf,d_out,71,5,6,1,182,161,0.189568,5.450618
2,clf,d_out,72,5,7,0,102,41,0.130905,4.42867
2,clf,d_out,73,5,7,1,187,122,0.06982,3.123409
2,clf,d_out,74,5,8,0,120,146,0.174621,5.372593
2,clf,d_out,75,5,8,1,207,268,0.173854,3.210706
2,clf,d_out,76,5,9,0,127,58,0.157928,5.242294
2,clf,d_out,77,5,9,1,211,150,0.085317,3.872473
2,clf,d_out,78,6,7,0,88,60,0.249257,15.178427
2,clf,d_out,79,6,7,1,197,124,0.109274,5.093606
2,clf,d_out,80,6,8,0,91,177,0.175132,6.145617
2,clf,d_out,81,6,8,1,201,277,0.156359,6.759453
2,clf,d_out,82,6,9,0,98,62,0.123237,3.568068
2,clf,d_out,83,6,9,1,217,151,0.529795,9.135061
2,clf,d_out,84,7,8,0,70,179,0.144188,4.61328
2,clf,d_out,85,7,8,1,141,290,0.179086,3.899139
2,clf,d_out,86,7,9,0,75,73,0.306234,5.406857
2,clf,d_out,87,7,9,1,144,185,0.316348,4.930821
2,clf,d_out,88,8,9,0,184,78,0.11821,3.258991
2,clf,d_out,89,8,9,1,338,193,0.163654,6.443686
2,pre,d_h2,0,0,1,0,10,2,0.054947,1.313677
2,pre,d_h2,1,0,1,1,183,94,0.050378,1.243685
2,pre,d_h2,2,0,2,0,13,1,0.002783,1.042143
2,pre,d_h2,3,0,2,1,188,172,0.014344,1.077695
2,pre,d_h2,4,0,3,0,25,18,0.033055,1.20225
2,pre,d_h2,5,0,3,1,192,142,0.031668,1.222104
2,pre,d_h2,6,0,4,0,28,4,0.034543,1.211058
2,pre,d_h2,7,0,4,1,194,85,0.003402,1.052612
2,pre,d_h2,8,0,5,0,55,8,0.014406,1.099408
2,pre,d_h2,9,0,5,1,215,152,0.038673,1.22218
2,pre,d_h2,10,0,6,0,69,11,0.026482,1.120584
2,pre,d_h2,11,0,6,1,246,130,0.016853,1.082655
2,pre,d_h2,12,0,7,0,71,0,0.062215,1.35814
2,pre,d_h2,13,0,7,1,269,83,0.020454,1.14334
2,pre,d_h2,14,0,8,0,101,61,0.008767,1.11571
2,pre,d_h2,15,0,8,1,271,233,0.016535,1.087075
2,pre,d_h2,16,0,9,0,126,7,0.037348,1.205579
2,pre,d_h2,17,0,9,1,294,105,0.02566,1.165737
2,pre,d_h2,18,1,2,0,14,35,0.010605,1.061565
2,pre,d_h2,19,1,2,1,107,174,0.002291,1.058806
2,pre,d_h2,20,1,3,0,29,30,0.028157,1.156765
2,pre,d_h2,21,1,3,1,135,158,0.003583,1.134346
2,pre,d_h2,22,1,4,0,31,6,0.012008,1.074731
2,pre,d_h2,23,1,4,1,137,95,0.01209,1.06222
2,pre,d_h2,24,1,5,0,37,15,0.006123,1.089163
2,pre,d_h2,25,1,5,1,143,153,0.007473,1.059771
2,pre,d_h2,26,1,6,0,39,21,0.006459,1.035285
2,pre,d_h2,27,1,6,1,145,131,0.030446,1.195115
2,pre,d_h2,28,1,7,0,40,17,0.023316,1.111627
2,pre,d_h2,29,1,7,1,154,86,0.025142,1.181692
2,pre,d_h2,30,1,8,0,46,84,0.013986,1.061064
2,pre,d_h2,31,1,8,1,168,242,0.029434,1.146942
2,pre,d_h2,32,1,9,0,57,9,0.018026,1.092196
2,pre,d_h2,33,1,9,1,176,108,0.018977,1.104373
2,pre,d_h2,34,2,3,0,43,32,0.003506,1.099034
2,pre,d_h2,35,2,3,1,199,173,0.05921,1.358175
2,pre,d_h2,36,2,4,0,47,19,0.023361,1.122128
2,pre,d_h2,37,2,4,1,208,103,0.005805,1.206879
2,pre,d_h2,38,2,5,0,72,23,0.015471,1.076265
2,pre,d_h2,39,2,5,1,221,155,0.018249,1.10701
2,pre,d_h2,40,2,6,0,77,22,0.015674,1.068506
2,pre,d_h2,41,2,6,1,222,138,0.037307,1.203785
2,pre,d_h2,42,2,7,0,82,26,0.061619,1.43391
2,pre,d_h2,43,2,7,1,225,97,0.018667,1.072701
2,pre,d_h2,44,2,8,0,106,110,0.015234,1.08695
2,pre,d_h2,45,2,8,1,236,257,0.02894,1.14177
2,pre,d_h2,46,2,9,0,119,12,0.030323,1.142758
2,pre,d_h2,47,2,9,1,237,113,0.005394,1.054794
2,pre,d_h2,48,3,4,0,51,24,0.054566,1.313359
2,pre,d_h2,49,3,4,1,200,109,0.045056,1.210299
2,pre,d_h2,50,3,5,0,63,45,0.025164,1.141484
2,pre,d_h2,51,3,5,1,205,162,0.013298,1.068997
2,pre,d_h2,52,3,6,0,68,50,0.045648,1.280874
2,pre,d_h2,53,3,6,1,213,140,0.027191,1.140857
2,pre,d_h2,54,3,7,0,76,34,0.010351,1.063967
2,pre,d_h2,55,3,7,1,216,111,0.033829,1.211249
2,pre,d_h2,56,3,8,0,87,128,0.014285,1.079923
2,pre,d_h2,57,3,8,1,230,260,0.009641,1.079455
2,pre,d_h2,58,3,9,0,90,16,0.016556,1.087829
2,pre,d_h2,59,3,9,1,231,118,0.016994,1.074582
2,pre,d_h2,60,4,5,0,33,52,0.004753,1.049066
2,pre,d_h2,61,4,5,1,116,165,0.004396,1.103216
2,pre,d_h2,62,4,6,0,42,54,0.004963,1.054746
2,pre,d_h2,63,4,6,1,117,156,0.013915,1.079849
2,pre,d_h2,64,4,7,0,48,36,0.02569,1.110208
2,pre,d_h2,65,4,7,1,121,114,0.01675,1.079419
2,pre,d_h2,66,4,8,0,49,134,0.004536,1.079485
2,pre,d_h2,67,4,8,1,139,266,0.003636,1.061726
2,pre,d_h2,68,4,9,0,56,20,0.019277,1.138441
2,pre,d_h2,69,4,9,1,159,125,0.004264,1.048779
2,pre,d_h2,70,5,6,0,59,66,0.00508,1.078504
2,pre,d_h2,71,5,6,1,182,161,0.019276,1.103693
2,pre,d_h2,72,5,7,0,102,41,0.032188,1.143126
2,pre,d_h2,73,5,7,1,187,122,0.038579,1.204329
2,pre,d_h2,74,5,8,0,120,146,0.030323,1.15522
2,pre,d_h2,75,5,8,1,207,268,0.011773,1.076382
2,pre,d_h2,76,5,9,0,127,58,0.008634,1.060115
2,pre,d_h2,77,5,9,1,211,150,0.000783,1.091135
2,pre,d_h2,78,6,7,0,88,60,0.019506,1.102322
2,pre,d_h2,79,6,7,1,197,124,0.028684,1.161303
2,pre,d_h2,80,6,8,0,91,177,0.007467,1.052177
2,pre,d_h2,81,6,8,1,201,277,0.003351,1.041341
2,pre,d_h2,82,6,9,0,98,62,0.039971,1.220903
2,pre,d_h2,83,6,9,1,217,151,0.017291,1.178618
2,pre,d_h2,84,7,8,0,70,179,0.005639,1.097959
2,pre,d_h2,85,7,8,1,141,290,0.007119,1.072079
2,pre,d_h2,86,7,9,0,75,73,0.004235,1.28476
2,pre,d_h2,87,7,9,1,144,185,0.019341,1.104252
2,pre,d_h2,88,8,9,0,184,78,0.03096,1.218091
2,pre,d_h2,89,8,9,1,338,193,0.038571,1.18255
2,pre,d_h3,0,0,1,0,10,2,0.072102,1.356629
2,pre,d_h3,1,0,1,1,183,94,0.052583,1.251622
2,pre,d_h3,2,0,2,0,13,1,0.003388,1.063627
2,pre,d_h3,3,0,2,1,188,172,0.043095,1.232886
2,pre,d_h3,4,0,3,0,25,18,0.040411,1.260996
2,pre,d_h3,5,0,3,1,192,142,0.072622,1.574726
2,pre,d_h3,6,0,4,0,28,4,0.053001,1.361148
2,pre,d_h3,7,0,4,1,194,85,0.017426,1.136678
2,pre,d_h3,8,0,5,0,55,8,0.007481,1.193201
2,pre,d_h3,9,0,5,1,215,152,0.040617,1.190007
2,pre,d_h3,10,0,6,0,69,11,0.027404,1.165858
2,pre,d_h3,11,0,6,1,246,130,0.014493,1.085085
2,pre,d_h3,12,0,7,0,71,0,0.113817,1.649331
2,pre,d_h3,13,0,7,1,269,83,0.068712,1.437328
2,pre,d_h3,14,0,8,0,101,61,0.005725,1.102516
2,pre,d_h3,15,0,8,1,271,233,0.055168,1.252572
2,pre,d_h3,16,0,9,0,126,7,0.043187,1.253172
2,pre,d_h3,17,0,9,1,294,105,0.039636,1.324447
2,pre,d_h3,18,1,2,0,14,35,0.007993,1.123947
2,pre,d_h3,19,1,2,1,107,174,0.008918,1.3121
2,pre,d_h3,20,1,3,0,29,30,0.006403,1.126188
2,pre,d_h3,21,1,3,1,135,158,0.016494,1.443129
2,pre,d_h3,22,1,4,0,31,6,0.023891,1.156205
2,pre,d_h3,23,1,4,1,137,95,0.01745,1.166427
2,pre,d_h3,24,1,5,0,37,15,0.012008,1.290252
2,pre,d_h3,25,1,5,1,143,153,0.017816,1.338804
2,pre,d_h3,26,1,6,0,39,21,0.011771,1.162156
2,pre,d_h3,27,1,6,1,145,131,0.038474,1.252282
2,pre,d_h3,28,1,7,0,40,17,0.012345,1.148838
2,pre,d_h3,29,1,7,1,154,86,0.016223,1.192176
2,pre,d_h3,30,1,8,0,46,84,0.024529,1.127678
2,pre,d_h3,31,1,8,1,168,242,0.040979,1.224858
2,pre,d_h3,32,1,9,0,57,9,0.020333,1.126641
2,pre,d_h3,33,1,9,1,176,108,0.020176,1.159
2,pre,d_h3,34,2,3,0,43,32,0.013202,1.382056
2,pre,d_h3,35,2,3,1,199,173,0.067762,1.391295
2,pre,d_h3,36,2,4,0,47,19,0.024078,1.16412
2,pre,d_h3,37,2,4,1,208,103,0.016405,1.480524
2,pre,d_h3,38,2,5,0,72,23,0.014971,1.112455
2,pre,d_h3,39,2,5,1,221,155,0.020071,1.176332
2,pre,d_h3,40,2,6,0,77,22,0.026867,1.181069
2,pre,d_h3,41,2,6,1,222,138,0.045763,1.280926
2,pre,d_h3,42,2,7,0,82,26,0.082933,1.502378
2,pre,d_h3,43,2,7,1,225,97,0.024027,1.120907
2,pre,d_h3,44,2,8,0,106,110,0.01961,1.200072
2,pre,d_h3,45,2,8,1,236,257,0.056151,1.296222
2,pre,d_h3,46,2,9,0,119,12,0.064553,1.325715
2,pre,d_h3,47,2,9,1,237,113,0.011317,1.094836
2,pre,d_h3,48,3,4,0,51,24,0.07535,1.413302
2,pre,d_h3,49,3,4,1,200,109,0.056867,1.269159
2,pre,d_h3,50,3,5,0,63,45,0.04745,1.37721
2,pre,d_h3,51,3,5,1,205,162,0.013857,1.186179
2,pre,d_h3,52,3,6,0,68,50,0.051767,1.271552
2,pre,d_h3,53,3,6,1,213,140,0.045919,1.368778
2,pre,d_h3,54,3,7,0,76,34,0.013375,1.152074
2,pre,d_h3,55,3,7,1,216,111,0.044148,1.221454
2,pre,d_h3,56,3,8,0,87,128,0.008785,1.08878
2,pre,d_h3,57,3,8,1,230,260,0.018991,1.208542
2,pre,d_h3,58,3,9,0,90,16,0.043239,1.24577
2,pre,d_h3,59,3,9,1,231,118,0.030838,1.165569
2,pre,d_h3,60,4,5,0,33,52,0.006459,1.111498
2,pre,d_h3,61,4,5,1,116,165,0.00572,1.394835
2,pre,d_h3,62,4,6,0,42,54,0.003199,1.094148
2,pre,d_h3,63,4,6,1,117,156,0.02754,1.280625
2,pre,d_h3,64,4,7,0,48,36,0.062102,1.293479
2,pre,d_h3,65,4,7,1,121,114,0.051776,1.281206
2,pre,d_h3,66,4,8,0,49,134,0.015108,1.452713
2,pre,d_h3,67,4,8,1,139,266,0.008719,1.176
2,pre,d_h3,68,4,9,0,56,20,0.026958,1.170745
2,pre,d_h3,69,4,9,1,159,125,0.003774,1.110253
2,pre,d_h3,70,5,6,0,59,66,0.01588,1.172966
2,pre,d_h3,71,5,6,1,182,161,0.024026,1.126474
2,pre,d_h3,72,5,7,0,102,41,0.058535,1.329014
2,pre,d_h3,73,5,7,1,187,122,0.057757,1.283291
2,pre,d_h3,74,5,8,0,120,146,0.014168,1.073414
2,pre,d_h3,75,5,8,1,207,268,0.028744,1.159731
2,pre,d_h3,76,5,9,0,127,58,0.032226,1.204719
2,pre,d_h3,77,5,9,1,211,150,0.030317,1.446283
2,pre,d_h3,78,6,7,0,88,60,0.029781,1.207652
2,pre,d_h3,79,6,7,1,197,124,0.048608,1.351756
2,pre,d_h3,80,6,8,0,91,177,0.010112,1.080608
2,pre,d_h3,81,6,8,1,201,277,0.012125,1.071838
2,pre,d_h3,82,6,9,0,98,62,0.052198,1.329177
2,pre,d_h3,83,6,9,1,217,151,0.034761,1.443255
2,pre,d_h3,84,7,8,0,70,179,0.00385,1.173341
2,pre,d_h3,85,7,8,1,141,290,0.010784,1.099756
2,pre,d_h3,86,7,9,0,75,73,0.009244,1.918073
2,pre,d_h3,87,7,9,1,144,185,0.014168,1.135427
2,pre,d_h3,88,8,9,0,184,78,0.027111,1.170136
2,pre,d_h3,89,8,9,1,338,193,0.044348,1.236368
2,pre,d_out,0,0,1,0,10,2,0.086483,1.541602
2,pre,d_out,1,0,1,1,183,94,0.077286,1.362165
2,pre,d_out,2,0,2,0,13,1,0.028099,1.296765
2,pre,d_out,3,0,2,1,188,172,0.044637,1.268131
2,pre,d_out,4,0,3,0,25,18,0.055701,1.398705
2,pre,d_out,5,0,3,1,192,142,0.066166,1.599331
2,pre,d_out,6,0,4,0,28,4,0.055149,1.518296
2,pre,d_out,7,0,4,1,194,85,0.01017,1.098222
2,pre,d_out,8,0,5,0,55,8,0.023631,1.55481
2,pre,d_out,9,0,5,1,215,152,0.056371,1.340749
2,pre,d_out,10,0,6,0,69,11,0.031443,1.18745
2,pre,d_out,11,0,6,1,246,130,0.034944,1.169083
2,pre,d_out,12,0,7,0,71,0,0.132918,1.874462
2,pre,d_out,13,0,7,1,269,83,0.085298,1.502135
2,pre,d_out,14,0,8,0,101,61,0.015822,1.093756
2,pre,d_out,15,0,8,1,271,233,0.055343,1.298783
2,pre,d_out,16,0,9,0,126,7,0.07547,1.464968
2,pre,d_out,17,0,9,1,294,105,0.043027,1.450616
2,pre,d_out,18,1,2,0,14,35,0.020998,1.452184
2,pre,d_out,19,1,2,1,107,174,0.0262,1.433953
2,pre,d_out,20,1,3,0,29,30,0.029681,1.283644
2,pre,d_out,21,1,3,1,135,158,0.02932,1.72762
2,pre,d_out,22,1,4,0,31,6,0.014315,1.298039
2,pre,d_out,23,1,4,1,137,95,0.01132,1.489317
2,pre,d_out,24,1,5,0,37,15,0.032874,1.802759
2,pre,d_out,25,1,5,1,143,153,0.116495,2.030308
2,pre,d_out,26,1,6,0,39,21,0.074274,1.785508
2,pre,d_out,27,1,6,1,145,131,0.014606,1.280341
2,pre,d_out,28,1,7,0,40,17,0.022095,1.29046
2,pre,d_out,29,1,7,1,154,86,0.064366,1.620036
2,pre,d_out,30,1,8,0,46,84,0.005805,1.159353
2,pre,d_out,31,1,8,1,168,242,0.014923,1.690953
2,pre,d_out,32,1,9,0,57,9,0.037599,1.382715
2,pre,d_out,33,1,9,1,176,108,0.071576,1.788756
2,pre,d_out,34,2,3,0,43,32,0.026873,1.731937
2,pre,d_out,35,2,3,1,199,173,0.100993,1.581705
2,pre,d_out,36,2,4,0,47,19,0.036307,1.488024
2,pre,d_out,37,2,4,1,208,103,0.032961,1.661815
2,pre,d_out,38,2,5,0,72,23,0.072328,1.372394
2,pre,d_out,39,2,5,1,221,155,0.035644,1.346875
2,pre,d_out,40,2,6,0,77,22,0.041161,1.257812
2,pre,d_out,41,2,6,1,222,138,0.051872,1.239315
2,pre,d_out,42,2,7,0,82,26,0.11508,1.801939
2,pre,d_out,43,2,7,1,225,97,0.021466,1.169173
2,pre,d_out,44,2,8,0,106,110,0.035975,1.268031
2,pre,d_out,45,2,8,1,236,257,0.055054,1.355434
2,pre,d_out,46,2,9,0,119,12,0.065755,1.389235
2,pre,d_out,47,2,9,1,237,113,0.046022,1.388487
2,pre,d_out,48,3,4,0,51,24,0.102449,1.554819
2,pre,d_out,49,3,4,1,200,109,0.082285,1.416254
2,pre,d_out,50,3,5,0,63,45,0.069439,1.473153
2,pre,d_out,51,3,5,1,205,162,0.011752,1.60816
2,pre,d_out,52,3,6,0,68,50,0.06922,1.425086
2,pre,d_out,53,3,6,1,213,140,0.046937,1.49753
2,pre,d_out,54,3,7,0,76,34,0.023532,1.258633
2,pre,d_out,55,3,7,1,216,111,0.050759,1.338227
2,pre,d_out,56,3,8,0,87,128,0.005012,1.094303
2,pre,d_out,57,3,8,1,230,260,0.049645,1.519645
2,pre,d_out,58,3,9,0,90,16,0.029907,1.258871
2,pre,d_out,59,3,9,1,231,118,0.075894,1.36933
2,pre,d_out,60,4,5,0,33,52,0.043092,1.392377
2,pre,d_out,61,4,5,1,116,165,0.03812,1.868758
2,pre,d_out,62,4,6,0,42,54,0.005232,1.212776
2,pre,d_out,63,4,6,1,117,156,0.018379,1.507608
2,pre,d_out,64,4,7,0,48,36,0.066166,1.380029
2,pre,d_out,65,4,7,1,121,114,0.034071,1.319398
2,pre,d_out,66,4,8,0,49,134,0.011855,1.610271
2,pre,d_out,67,4,8,1,139,266,0.026733,1.290983
2,pre,d_out,68,4,9,0,56,20,0.03903,1.345319
2,pre,d_out,69,4,9,1,159,125,0.031277,1.253092
2,pre,d_out,70,5,6,0,59,66,0.039751,1.416141
2,pre,d_out,71,5,6,1,182,161,0.005186,1.131734
2,pre,d_out,72,5,7,0,102,41,0.07431,1.351535
2,pre,d_out,73,5,7,1,187,122,0.046706,1.273065
2,pre,d_out,74,5,8,0,120,146,0.051878,1.24034
2,pre,d_out,75,5,8,1,207,268,0.017461,1.137953
2,pre,d_out,76,5,9,0,127,58,0.045262,1.294062
2,pre,d_out,77,5,9,1,211,150,0.040791,1.664843
2,pre,d_out,78,6,7,0,88,60,0.077866,1.613383
2,pre,d_out,79,6,7,1,197,124,0.076184,1.631439
2,pre,d_out,80,6,8,0,91,177,0.029188,1.216352
2,pre,d_out,81,6,8,1,201,277,0.044274,1.2572
2,pre,d_out,82,6,9,0,98,62,0.049797,1.298568
2,pre,d_out,83,6,9,1,217,151,0.032714,1.426538
2,pre,d_out,84,7,8,0,70,179,0.03553,1.539388
2,pre,d_out,85,7,8,1,141,290,0.063356,1.327109
2,pre,d_out,86,7,9,0,75,73,0.027385,3.064321
2,pre,d_out,87,7,9,1,144,185,0.028909,1.261032
2,pre,d_out,88,8,9,0,184,78,0.029336,1.317211
2,pre,d_out,89,8,9,1,338,193,0.058422,1.494157
